HCP_ID,HCO_ID,HCO_Type,Province_ID,Province,Region,Specialty,Patient_Potential,Vaccine_X_Relevance,Influence_Score,Digital_Affinity,Target_Score,Target_HCP,_Cleaning_Duplicate_Issue,HCP_Tier,Sales,Units,Vaccinated_HCC,Total_Doses,Ever_Engaged,Months_Contacted,Last_Contact_Month,Contacted_This_Month_Latest,Target_Engaged,Target_Never_Engaged,Monthly_Contact_Flag,Monthly_Vaccine_X_Potential,Period_Vaccine_X_Potential,Actual_Uptake_Rate,Potential_Level,Uptake_Level,Opportunity_Segment,White_Space,Re_Engagement,Conversion_Gap
HCP01189,HCO0359,Vax Center,P04,Bac Ninh,North,Pediatrics,63.0,0.409195769516002,0.5845492571642946,0.4294580024892151,0.2915204341395113,0,False,Tier 2,644648270.0,193.0,92.0,193.0,1,1,2025-12-01,0,0,0,0,25.779333479508125,515.5866695901625,0.17843750706962688,Low Potential,High Uptake,Emerging / Efficient,0,1,0
HCP02163,HCO1475,Vax Center,P24,Binh Duong,South,Family Medicine,100.0,0.7862671585164834,0.8432126546073103,0.3616074840531303,0.4906337895875182,1,False,Tier 2,639308464.0,183.0,92.0,183.0,1,3,2025-08-01,0,1,0,0,78.62671585164834,1572.5343170329668,0.05850428763525121,High Potential,High Uptake,High Performer,0,1,0
HCP02754,HCO0327,Vax Center,P23,Dong Nai,South,Family Medicine,98.0,0.6970637210283263,0.563828418844259,0.6913991461994712,0.4061440593366089,0,False,Tier 2,623856757.0,174.0,82.0,174.0,1,2,2026-02-01,0,0,0,0,68.31224466077597,1366.2448932155194,0.06001852259956798,High Potential,High Uptake,High Performer,0,1,0
HCP03789,HCO0832,Vax Center,P22,Lam Dong,South,Gynecology,52.0,0.8669848977615919,0.7724889488876137,0.5639914320001581,0.4562599257726669,1,False,Tier 2,617642149.0,177.0,93.0,177.0,1,1,2026-05-01,0,1,0,0,45.08321468360278,901.6642936720557,0.1031426004696877,High Potential,High Uptake,High Performer,0,1,0
HCP02517,HCO0138,Vax Center,P24,Binh Duong,South,Family Medicine,66.0,0.903511006111926,0.6929873919655215,0.1114055124564013,0.4642804098563118,1,False,Tier 2,612563224.0,171.0,85.0,171.0,0,0,,0,0,1,0,59.63172640338712,1192.6345280677424,0.07127078581039702,High Potential,High Uptake,High Performer,1,0,0
HCP03377,HCO1095,Hospital,P13,Ha Tinh,Central,Pediatrics,316.0,0.861985078964651,0.5809662846304329,0.7378446484762902,0.660899891726593,1,False,Tier 1,610641913.0,174.0,89.0,174.0,1,1,2026-03-01,0,1,0,0,272.3872849528297,5447.745699056594,0.01633703276851055,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP04416,HCO0735,Vax Center,P27,Long An,South,Pediatrics,55.0,0.9370650703280544,0.7235017706457246,0.527493145328724,0.4702643196720057,1,False,Tier 2,601975590.0,169.0,84.0,169.0,1,3,2025-07-01,0,1,0,0,51.53857886804299,1030.7715773608597,0.08149235179249872,High Potential,High Uptake,High Performer,0,1,0
HCP02966,HCO1394,Hospital,P12,Nghe An,Central,Gynecology,150.0,0.5400101434553917,0.8936740771919875,0.1443328264114418,0.4731452658824224,1,False,Tier 1,590860301.0,164.0,81.0,164.0,1,3,2026-06-01,0,1,0,0,81.00152151830875,1620.030430366175,0.04999906080880937,High Potential,High Uptake,High Performer,0,1,0
HCP00287,HCO0440,Hospital,P15,Quang Tri,Central,General Practice,138.0,0.7329755442256484,0.7197463132512169,0.6654477114671065,0.4851382222142341,1,False,Tier 1,581758258.0,166.0,78.0,166.0,1,1,2026-05-01,0,1,0,0,101.15062510313948,2023.0125020627895,0.038556360833393935,High Potential,High Uptake,High Performer,0,1,0
HCP03026,HCO0728,Vax Center,P28,Tien Giang,South,Pediatrics,59.0,0.9201671223177972,0.7455985383222056,0.5698056127147586,0.4733179925079284,1,False,Tier 2,580332466.0,164.0,79.0,164.0,1,3,2026-04-01,0,1,0,0,54.289860216750036,1085.7972043350007,0.0727576012211081,High Potential,High Uptake,High Performer,0,1,0
HCP03573,HCO1604,Vax Center,P21,Khanh Hoa,South,Family Medicine,40.0,0.708069238172486,0.8796537713574284,0.3444433994077249,0.418907081278787,0,False,Tier 3,580319626.0,164.0,83.0,164.0,1,2,2026-04-01,0,0,0,0,28.322769526899442,566.4553905379888,0.14652521873111857,Low Potential,High Uptake,Emerging / Efficient,0,1,0
HCP01618,HCO1254,Vax Center,P19,Quang Ngai,Central,Oncology,80.0,0.8305316262867316,0.6562198558059686,0.5383495930280433,0.4479960516398057,1,False,Tier 2,579731526.0,164.0,82.0,164.0,1,1,2025-08-01,0,1,0,0,66.44253010293853,1328.8506020587706,0.0617074634823196,High Potential,High Uptake,High Performer,0,1,0
HCP01891,HCO0725,Vax Center,P21,Khanh Hoa,South,Pediatrics,73.0,0.9748976650317842,0.6733447439393869,0.4310048498278542,0.4882493594085237,1,False,Tier 2,576813271.0,163.0,83.0,163.0,1,1,2026-01-01,0,1,0,0,71.16752954732024,1423.3505909464047,0.05831311029618655,High Potential,High Uptake,High Performer,0,1,0
HCP04486,HCO1922,Hospital,P01,Hanoi,North,Pediatrics,233.0,0.8169412075384465,0.8252532697994236,0.5617309302058602,0.6193922754806779,1,False,Tier 1,575816931.0,161.0,81.0,161.0,1,1,2026-08-01,1,1,0,1,190.34730135645802,3806.9460271291605,0.021276897393022028,High Potential,High Uptake,High Performer,0,0,0
HCP02977,HCO0279,Hospital,P08,Vinh Phuc,North,General Practice,134.0,0.9712496354288992,0.5463779084174458,0.9422369025951496,0.5182430649047515,1,False,Tier 1,575709234.0,163.0,80.0,163.0,1,1,2026-08-01,1,1,0,1,130.14745114747248,2602.9490229494495,0.030734370629106875,High Potential,High Uptake,High Performer,0,0,0
HCP04923,HCO0689,Vax Center,P20,Binh Dinh,Central,General Practice,42.0,0.9089360121325806,0.5839429474955735,0.5847431923956639,0.4218768005462962,0,False,Tier 3,569119390.0,159.0,78.0,159.0,0,0,,0,0,0,0,38.175312509568386,763.5062501913677,0.10216026388840933,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP04364,HCO1785,Vax Center,P24,Binh Duong,South,Infectious Disease,106.0,0.2918885894314003,0.3098477507698108,0.2838676237013259,0.2412027936500489,0,False,Tier 1,566090963.0,153.0,74.0,153.0,1,2,2026-08-01,1,0,0,0,30.94019047972843,618.8038095945685,0.11958555983759013,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP04550,HCO1693,Hospital,P21,Khanh Hoa,South,Pediatrics,111.0,0.9079495690106172,0.3585307334607734,0.5577531235641094,0.4403873136916362,0,False,Tier 1,564089749.0,170.0,85.0,170.0,0,0,,0,0,0,0,100.7824021601785,2015.64804320357,0.04217006053542227,High Potential,High Uptake,High Performer,0,0,0
HCP00720,HCO0596,Vax Center,P12,Nghe An,Central,Pediatrics,148.0,0.6472742873634818,0.7936233775744274,0.3021399589410584,0.4834625172794855,1,False,Tier 1,560177323.0,164.0,79.0,164.0,1,4,2026-07-01,0,1,0,0,95.7965945297953,1915.931890595906,0.041233198522223506,High Potential,High Uptake,High Performer,0,1,0
HCP03523,HCO0060,Vax Center,P15,Quang Tri,Central,General Practice,124.0,0.7761189376997137,0.8110376349295464,0.4337613069284552,0.5033765416291567,1,False,Tier 1,554330946.0,156.0,78.0,156.0,1,1,2025-09-01,0,1,0,0,96.2387482747645,1924.77496549529,0.040524217842748574,High Potential,High Uptake,High Performer,0,1,0
HCP04964,HCO0401,Vax Center,P27,Long An,South,Gynecology,98.0,0.60324944714795,0.565992444706898,0.5636313595636719,0.3784325823450238,0,False,Tier 2,554247670.0,153.0,80.0,153.0,1,1,2025-03-01,0,0,0,0,59.118445820499105,1182.3689164099821,0.06766077735103473,High Potential,High Uptake,High Performer,0,1,0
HCP01454,HCO0440,Hospital,P15,Quang Tri,Central,Family Medicine,119.0,0.6819680842597705,0.6897789029998143,0.9187219294575654,0.4462499095815977,1,False,Tier 1,552093324.0,161.0,79.0,161.0,1,2,2026-01-01,0,1,0,0,81.15420202691269,1623.0840405382537,0.048672772343816346,High Potential,High Uptake,High Performer,0,1,0
HCP02594,HCO0369,Hospital,P14,Quang Binh,Central,Gynecology,136.0,0.830037141789469,0.619409793068958,0.5920653813976278,0.4923375455950767,1,False,Tier 1,547042045.0,159.0,76.0,159.0,1,2,2026-06-01,0,1,0,0,112.88505128336777,2257.7010256673557,0.03366256166603596,High Potential,High Uptake,High Performer,0,1,0
HCP02397,HCO1441,Vax Center,P28,Tien Giang,South,General Practice,25.0,0.6577762448597131,0.6531738788787962,0.509526095046803,0.3446343159003398,0,False,Tier 3,535913361.0,153.0,77.0,153.0,0,0,,0,0,0,0,16.444406121492825,328.8881224298565,0.23412216723157023,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP01338,HCO1554,Vax Center,P08,Vinh Phuc,North,Family Medicine,33.0,0.66060791165402,0.6054351261407679,0.2585021746445181,0.3433434727984336,0,False,Tier 3,524031153.0,150.0,78.0,150.0,0,0,,0,0,0,0,21.80006108458266,436.0012216916532,0.17889858128691852,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP03076,HCO1321,Vax Center,P24,Binh Duong,South,Family Medicine,52.0,0.9007609352963764,0.7967314916785664,0.4837442071729774,0.4712412455912929,1,False,Tier 2,520809769.0,145.0,75.0,145.0,1,2,2026-07-01,0,1,0,0,46.83956863541157,936.7913727082314,0.08006051527052133,High Potential,High Uptake,High Performer,0,1,0
HCP02716,HCO1789,Vax Center,P14,Quang Binh,Central,Infectious Disease,55.0,0.565128366569568,0.219614530127916,0.591320675579439,0.257905860440898,0,False,Tier 2,520140105.0,149.0,72.0,149.0,0,0,,0,0,0,0,31.08206016132624,621.6412032265248,0.11582243845211036,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP03767,HCO0052,Hospital,P12,Nghe An,Central,General Practice,79.0,0.8639813112187595,0.581228942895289,0.1367964865535594,0.4421068486113523,0,False,Tier 2,512353193.0,152.0,75.0,152.0,1,1,2026-07-01,0,0,0,0,68.254523586282,1365.09047172564,0.054941413447264706,High Potential,High Uptake,High Performer,0,1,0
HCP02509,HCO0152,Vax Center,P26,Ba Ria - Vung Tau,South,Pediatrics,68.0,0.8876841888329322,0.8523044907949096,0.2312250793905525,0.493247636290343,1,False,Tier 2,510142641.0,139.0,71.0,139.0,1,1,2025-05-01,0,1,0,0,60.36252484063939,1207.2504968127878,0.05881132390290513,High Potential,High Uptake,High Performer,0,1,0
HCP03527,HCO0156,Hospital,P20,Binh Dinh,Central,Gynecology,150.0,0.5527539103690912,0.920083792432726,0.7111308054015897,0.4822503390046799,1,False,Tier 1,508729751.0,142.0,66.0,142.0,1,3,2026-05-01,0,1,0,0,82.91308655536368,1658.2617311072736,0.039800713459104985,High Potential,High Uptake,High Performer,0,1,0
HCP04704,HCO1214,Vax Center,P02,Hai Phong,North,Gynecology,72.0,0.872743009784349,0.3472650287624597,0.4166973778101073,0.3914610938729818,0,False,Tier 2,508203625.0,142.0,71.0,142.0,1,2,2025-08-01,0,0,0,0,62.83749670447313,1256.7499340894626,0.05649493035497213,High Potential,High Uptake,High Performer,0,1,0
HCP03870,HCO1896,Vax Center,P02,Hai Phong,North,Oncology,137.0,0.5058958114771926,0.3866504419141865,0.6031830058968765,0.3494692021963654,0,False,Tier 1,507549529.0,139.0,71.0,139.0,1,1,2025-03-01,0,0,0,0,69.3077261723754,1386.154523447508,0.05122084067757161,High Potential,High Uptake,High Performer,0,1,0
HCP00044,HCO1747,Hospital,P21,Khanh Hoa,South,General Practice,60.0,0.8209390281779171,0.5827999181528705,0.5338434378683843,0.4119157661580233,0,False,Tier 2,500210835.0,142.0,72.0,142.0,0,0,,0,0,0,0,49.25634169067502,985.1268338135004,0.07308703562695837,High Potential,High Uptake,High Performer,0,0,0
HCP04616,HCO0305,Hospital,P04,Bac Ninh,North,Infectious Disease,48.0,0.5995277506435582,0.9461536542899672,0.6566432094953134,0.4070520190140239,0,False,Tier 2,497834841.0,145.0,71.0,145.0,1,1,2026-01-01,0,0,0,0,28.777332030890797,575.5466406178159,0.1233609841311655,Low Potential,High Uptake,Emerging / Efficient,0,1,0
HCP02407,HCO0754,Hospital,P19,Quang Ngai,Central,General Practice,167.0,0.7110781430244165,0.4927326487913496,0.5023772101408726,0.460018120813743,1,False,Tier 1,494541394.0,144.0,69.0,144.0,1,3,2025-07-01,0,1,0,0,118.75004988507756,2375.000997701551,0.029052619374381722,High Potential,High Uptake,High Performer,0,1,0
HCP02929,HCO0061,Vax Center,P04,Bac Ninh,North,Pediatrics,54.0,0.7194855565960412,0.2504880939766043,0.6424961598690107,0.3094618042926517,0,False,Tier 2,491000070.0,139.0,70.0,139.0,0,0,,0,0,0,0,38.852220056186226,777.0444011237246,0.09008494224882045,Low Potential,High Uptake,Emerging / Efficient,0,0,0
HCP03910,HCO0530,Hospital,P14,Quang Binh,Central,Pediatrics,63.0,0.3960634250501106,0.5708780919110868,0.6470340825412597,0.2848464977491024,0,False,Tier 2,490499775.0,137.0,75.0,137.0,1,1,2025-06-01,0,0,0,0,24.951995778156967,499.03991556313935,0.15028857945234017,Low Potential,High Uptake,Emerging / Efficient,0,1,0
HCP01220,HCO1859,Hospital,P25,Ho Chi Minh City,South,Family Medicine,155.0,0.7036508204308408,0.4535050917479765,0.3514114427243887,0.4388333015158846,0,False,Tier 1,489080764.0,136.0,67.0,136.0,1,1,2026-05-01,0,0,0,0,109.06587716678033,2181.3175433356064,0.030715381263355896,High Potential,High Uptake,High Performer,0,1,0
HCP03772,HCO1169,Hospital,P08,Vinh Phuc,North,General Practice,194.0,0.7894176052684865,0.4743138691652737,0.1232573727920718,0.5048362035617489,1,False,Tier 1,487849471.0,142.0,74.0,142.0,1,3,2026-06-01,0,1,0,0,153.14701542208638,3062.9403084417277,0.024159791751752268,High Potential,High Uptake,High Performer,0,1,0
HCP03674,HCO0769,Hospital,P22,Lam Dong,South,General Practice,253.0,0.744462406317219,0.4613587245303859,0.5538753651011672,0.5433882445790207,1,False,Tier 1,486846181.0,143.0,70.0,143.0,1,2,2026-04-01,0,1,0,0,188.3489887982564,3766.9797759651283,0.018582526098660956,High Potential,High Uptake,High Performer,0,1,0
