HCP_ID,Age_Group,Gender,Sales,Units,Active_HCC
HCP00026,15-18,Male,4491.98,88,3
HCP00026,19-45,Female,3043.5600000000004,52,1
HCP00026,19-45,Male,7594.67,144,3
HCP00026,9-14,Female,2860.11,49,2
HCP00026,9-14,Male,1741.4,31,2
HCP00027,15-18,Female,656.24,12,2
HCP00027,15-18,Male,443.87,8,1
HCP00027,19-45,Female,2226.69,39,2
HCP00027,19-45,Male,2347.69,44,2
HCP00027,9-14,Female,610.0600000000001,12,2
HCP00027,9-14,Male,736.17,13,1
HCP00028,15-18,Female,2223.76,43,4
HCP00028,15-18,Male,1147.5700000000002,19,2
HCP00028,19-45,Female,4582.01,87,4
HCP00028,19-45,Male,7540.34,134,10
HCP00028,9-14,Female,1593.82,31,4
HCP00028,9-14,Male,663.36,13,1
HCP00029,15-18,Female,249.91,5,1
HCP00029,15-18,Male,269.09000000000003,5,2
HCP00029,19-45,Female,1304.49,24,2
HCP00029,19-45,Male,1261.3400000000001,22,2
HCP00029,9-14,Female,1254.53,21,2
HCP00029,9-14,Male,669.93,11,2
HCP00030,15-18,Female,799.85,16,1
HCP00030,15-18,Male,5162.67,91,2
HCP00030,19-45,Female,7186.8099999999995,137,2
HCP00030,19-45,Male,2994.55,57,1
HCP00030,9-14,Female,1860.15,30,2
HCP00030,9-14,Male,5555.49,96,2
HCP00031,15-18,Female,699.25,11,1
HCP00031,15-18,Male,8018.26,151,5
HCP00031,19-45,Female,6236.88,102,3
HCP00031,19-45,Male,5079.450000000001,98,5
HCP00031,9-14,Female,5128.37,88,5
HCP00031,9-14,Male,3367.49,56,3
HCP00032,15-18,Male,6173.76,122,2
HCP00032,19-45,Female,6771.34,133,3
HCP00032,19-45,Male,15606.869999999999,272,4
HCP00032,9-14,Female,8929.61,169,2
HCP00032,9-14,Male,1450.77,25,1
HCP00033,15-18,Female,4060.6400000000003,70,1
HCP00033,15-18,Male,12844.64,234,1
HCP00033,19-45,Female,1253.88,23,1
HCP00033,19-45,Male,22490.87,413,1
HCP00033,9-14,Female,7621.1900000000005,138,1
HCP00033,9-14,Male,1812.5,37,1
HCP00034,15-18,Female,1315.71,24,2
HCP00034,15-18,Male,1293.57,23,2
HCP00034,19-45,Female,2204.58,40,2
HCP00034,19-45,Male,1219.72,24,2
HCP00034,9-14,Female,592.8199999999999,12,2
HCP00034,9-14,Male,971.67,18,2
HCP00035,15-18,Female,843.8900000000001,17,1
HCP00035,15-18,Male,4346.07,74,2
HCP00035,19-45,Female,3336.55,58,2
HCP00035,19-45,Male,7785.95,158,1
HCP00035,9-14,Female,4756.219999999999,85,2
HCP00035,9-14,Male,5792.360000000001,109,2
HCP00036,15-18,Female,4556.84,76,8
HCP00036,19-45,Female,1583.4,28,4
HCP00036,19-45,Male,5229.84,89,4
HCP00036,9-14,Female,803.14,13,1
HCP00036,9-14,Male,1548.05,28,3
HCP00037,15-18,Female,4535.92,80,2
HCP00037,15-18,Male,2872.52,62,1
HCP00037,19-45,Female,4407.219999999999,79,3
HCP00037,19-45,Male,7323.12,136,3
HCP00037,9-14,Female,3457.91,59,3
HCP00037,9-14,Male,1980.51,36,2
HCP00038,15-18,Female,831.42,13,1
HCP00038,15-18,Male,1090.77,19,2
HCP00038,19-45,Female,1549.1299999999999,28,2
HCP00038,19-45,Male,1688.26,30,1
HCP00038,9-14,Female,621.8000000000001,12,2
HCP00038,9-14,Male,435.6,7,1
HCP00039,15-18,Female,1586.14,29,1
HCP00039,15-18,Male,7014.53,119,2
HCP00039,19-45,Female,12339.220000000001,229,2
HCP00039,19-45,Male,13903.04,263,2
HCP00039,9-14,Female,4033.0899999999997,70,2
HCP00039,9-14,Male,2636.3999999999996,52,1
HCP00040,15-18,Female,5258.349999999999,97,3
HCP00040,15-18,Male,606.32,12,1
HCP00040,19-45,Female,2429.55,44,1
HCP00040,19-45,Male,1415.32,25,2
HCP00040,9-14,Male,3187.22,59,3
HCP00041,15-18,Female,892.81,17,2
HCP00041,15-18,Male,882.01,14,2
HCP00041,19-45,Female,3442.23,68,2
HCP00041,19-45,Male,4249.91,72,2
HCP00041,9-14,Female,1454.26,28,2
HCP00041,9-14,Male,2941.39,51,2
HCP00042,15-18,Female,6009.8099999999995,115,2
HCP00042,15-18,Male,7702.5199999999995,144,3
HCP00042,19-45,Female,14414.02,260,4
HCP00042,19-45,Male,16445.25,292,3
HCP00042,9-14,Female,2425.52,45,1
HCP00042,9-14,Male,12064.24,205,3
HCP00043,15-18,Female,6317.23,110,1
HCP00043,19-45,Female,8127.67,162,1
HCP00043,19-45,Male,4610.89,82,1
HCP00043,9-14,Female,1744.76,33,1
HCP00043,9-14,Male,3127.66,56,1
HCP00044,15-18,Female,554.96,12,1
HCP00044,19-45,Female,2139.45,42,1
HCP00044,19-45,Male,2810.38,48,1
HCP00044,9-14,Female,295.7,6,1
HCP00044,9-14,Male,1085.77,20,1
HCP00045,15-18,Female,2670.85,50,3
HCP00045,15-18,Male,897.28,17,1
HCP00045,19-45,Female,6630.13,120,8
HCP00045,19-45,Male,5950.07,106,6
HCP00045,9-14,Female,4956.17,83,7
HCP00045,9-14,Male,1314.6799999999998,25,3
HCP00046,15-18,Female,1191.76,23,1
HCP00046,15-18,Male,722.04,12,1
HCP00046,19-45,Female,3756.59,67,1
HCP00046,19-45,Male,8635.41,147,2
HCP00046,9-14,Female,976.11,16,1
HCP00046,9-14,Male,2491.71,46,2
HCP00047,15-18,Female,814.8,16,1
HCP00047,15-18,Male,452.8,9,1
HCP00047,19-45,Female,1274.25,22,1
HCP00047,19-45,Male,1185.92,24,1
HCP00047,9-14,Female,775.0899999999999,15,1
HCP00047,9-14,Male,713.08,13,1
HCP00048,15-18,Female,3927.62,78,3
HCP00048,15-18,Male,6987.37,133,4
HCP00048,19-45,Female,4956.66,95,3
HCP00048,19-45,Male,11757.95,214,3
HCP00048,9-14,Female,1718.0700000000002,30,2
HCP00048,9-14,Male,4760.01,85,3
HCP00049,15-18,Female,5665.87,96,3
HCP00049,15-18,Male,5384.98,94,4
HCP00049,19-45,Female,6933.25,116,4
HCP00049,19-45,Male,6728.950000000001,123,5
HCP00049,9-14,Female,3892.79,77,5
HCP00049,9-14,Male,807.81,15,2
HCP00050,15-18,Female,2059.4700000000003,39,3
HCP00050,15-18,Male,3116.74,54,2
HCP00050,19-45,Female,3550.96,65,2
HCP00050,19-45,Male,3757.78,69,2
HCP00050,9-14,Female,3095.39,56,3
HCP00050,9-14,Male,529.39,10,1
HCP00051,15-18,Female,2023.82,35,2
HCP00051,15-18,Male,2952.22,52,2
HCP00051,19-45,Female,5469.37,92,1
HCP00051,19-45,Male,2757.8900000000003,50,2
HCP00051,9-14,Female,2755.59,50,2
HCP00051,9-14,Male,2977.69,55,2
HCP00052,15-18,Female,3758.62,72,3
HCP00052,15-18,Male,1860.6299999999999,32,3
HCP00052,19-45,Female,4623.82,87,3
HCP00052,19-45,Male,1731.35,29,1
HCP00052,9-14,Female,2619.52,47,1
HCP00052,9-14,Male,3199.8100000000004,58,2
HCP00053,15-18,Female,2241.51,35,1
HCP00053,19-45,Female,5822.93,109,1
HCP00053,19-45,Male,8764.65,142,1
HCP00053,9-14,Female,4040.46,77,1
HCP00053,9-14,Male,2743.56,57,1
HCP00054,15-18,Female,968.22,15,2
HCP00054,15-18,Male,2741.8,51,3
HCP00054,19-45,Female,3254.43,63,4
HCP00054,19-45,Male,3751.5299999999997,69,4
HCP00054,9-14,Female,2697.01,48,4
HCP00054,9-14,Male,2312.4300000000003,38,3
HCP00055,15-18,Female,1376.65,29,1
HCP00055,15-18,Male,2689.58,45,1
HCP00055,19-45,Female,4246.26,80,2
HCP00055,19-45,Male,12658.62,214,2
HCP00055,9-14,Female,1645.04,29,2
HCP00055,9-14,Male,1873.79,35,2
HCP00056,15-18,Female,2116.19,38,3
HCP00056,19-45,Female,1091.7,18,3
HCP00056,19-45,Male,1814.3999999999999,31,3
HCP00056,9-14,Female,711.9,13,2
HCP00056,9-14,Male,332.39,6,1
HCP00057,15-18,Female,3057.13,55,1
HCP00057,15-18,Male,2170.85,42,1
HCP00057,19-45,Female,2730.01,44,1
HCP00057,19-45,Male,4046.66,73,1
HCP00057,9-14,Female,1884.3200000000002,33,1
HCP00058,15-18,Male,3897.58,71,3
HCP00058,19-45,Female,12502.91,234,3
HCP00058,19-45,Male,4097.7699999999995,73,3
HCP00058,9-14,Female,1512.1200000000001,31,2
HCP00058,9-14,Male,2502.13,41,2
HCP00059,15-18,Female,2181.0699999999997,38,2
HCP00059,15-18,Male,2746.41,55,3
HCP00059,19-45,Female,7435.28,145,4
HCP00059,19-45,Male,4833.52,83,4
HCP00059,9-14,Female,1715.88,31,2
HCP00059,9-14,Male,1300.9299999999998,24,2
HCP00060,15-18,Female,892.25,14,1
HCP00060,15-18,Male,4055.3900000000003,74,3
HCP00060,19-45,Female,3788.8,66,3
HCP00060,19-45,Male,1381.39,29,1
HCP00060,9-14,Female,3394.69,66,3
HCP00061,15-18,Female,19050.12,337,1
HCP00061,15-18,Male,8187.49,165,2
HCP00061,19-45,Female,22180.64,427,2
HCP00061,19-45,Male,7072.83,143,2
HCP00061,9-14,Female,12081.55,213,2
HCP00061,9-14,Male,3394.59,61,1
HCP00062,15-18,Female,2581.71,45,1
HCP00062,15-18,Male,1103.5500000000002,20,1
HCP00062,19-45,Female,886.48,16,1
HCP00062,19-45,Male,2570.96,51,1
HCP00062,9-14,Female,542.28,10,1
HCP00062,9-14,Male,722.06,13,1
HCP00063,15-18,Female,715.17,13,1
HCP00063,15-18,Male,3393.98,65,2
HCP00063,19-45,Male,2548.41,51,1
HCP00063,9-14,Female,1926.11,34,2
HCP00063,9-14,Male,2080.09,34,2
HCP00064,15-18,Female,104.03999999999999,2,1
HCP00064,15-18,Male,50.11,1,1
HCP00064,19-45,Female,175.77,3,1
HCP00064,19-45,Male,164.03,3,1
HCP00064,9-14,Female,0.0,0,1
HCP00064,9-14,Male,114.72,2,1
HCP00065,15-18,Male,468.13,9,1
HCP00065,19-45,Female,3412.7,60,3
HCP00065,19-45,Male,2726.38,46,2
HCP00065,9-14,Female,1974.7,35,2
HCP00065,9-14,Male,2569.48,51,2
HCP00066,15-18,Female,1633.2,30,1
HCP00066,15-18,Male,2594.45,46,2
HCP00066,19-45,Female,2733.86,50,2
HCP00066,19-45,Male,2173.46,37,2
HCP00066,9-14,Female,1438.08,27,1
HCP00066,9-14,Male,1239.53,23,2
HCP00067,15-18,Female,506.62,10,1
HCP00067,15-18,Male,1856.5900000000001,34,2
HCP00067,19-45,Female,3723.94,73,2
HCP00067,19-45,Male,4998.27,94,2
HCP00067,9-14,Female,1090.03,20,2
HCP00067,9-14,Male,1239.8000000000002,23,2
HCP00068,15-18,Female,2432.84,41,2
HCP00068,15-18,Male,662.89,11,1
HCP00068,19-45,Female,5080.4,93,2
HCP00068,19-45,Male,1920.06,40,2
HCP00068,9-14,Female,2166.8,39,2
HCP00068,9-14,Male,857.22,17,2
HCP00069,15-18,Female,564.77,10,2
HCP00069,15-18,Male,232.84,5,1
HCP00069,19-45,Female,288.16,6,1
HCP00069,19-45,Male,1420.13,27,2
HCP00069,9-14,Female,568.36,9,1
HCP00069,9-14,Male,187.03,3,1
HCP00070,15-18,Female,4297.52,74,1
HCP00070,15-18,Male,7169.39,137,4
HCP00070,19-45,Female,8121.31,144,3
HCP00070,19-45,Male,7653.93,150,3
HCP00070,9-14,Female,7704.3,131,3
HCP00070,9-14,Male,2998.7599999999998,53,2
HCP00071,15-18,Female,1867.1100000000001,37,1
HCP00071,15-18,Male,4573.49,83,1
HCP00071,19-45,Female,6362.7,113,1
HCP00071,19-45,Male,4458.35,74,1
HCP00071,9-14,Female,1499.78,30,1
HCP00071,9-14,Male,1234.26,25,1
HCP00072,15-18,Female,2559.79,51,1
HCP00072,15-18,Male,2701.81,46,2
HCP00072,19-45,Female,6508.76,115,2
HCP00072,19-45,Male,4016.32,67,2
HCP00072,9-14,Female,1423.4499999999998,25,2
HCP00072,9-14,Male,1580.48,33,2
HCP00073,15-18,Female,4027.66,72,2
HCP00073,15-18,Male,994.5,20,1
HCP00073,19-45,Female,5607.04,100,4
HCP00073,19-45,Male,7867.539999999999,144,3
HCP00073,9-14,Male,747.12,13,1
HCP00074,15-18,Female,3962.88,72,2
HCP00074,15-18,Male,1821.3899999999999,39,2
HCP00074,19-45,Female,6679.49,123,2
HCP00074,19-45,Male,5419.14,96,2
HCP00074,9-14,Female,4328.87,85,2
HCP00074,9-14,Male,1634.58,29,1
HCP00075,15-18,Female,1621.83,31,2
HCP00075,15-18,Male,246.17,4,1
HCP00075,19-45,Female,2129.63,38,3
HCP00075,19-45,Male,1512.76,28,2
HCP00075,9-14,Female,247.87,4,1
HCP00075,9-14,Male,372.72,6,2
HCP00076,15-18,Female,1179.96,20,2
HCP00076,15-18,Male,783.23,17,1
HCP00076,19-45,Female,3063.3199999999997,58,2
HCP00076,19-45,Male,5957.52,106,2
HCP00076,9-14,Female,3489.41,65,2
HCP00076,9-14,Male,1345.97,21,1
HCP00077,15-18,Female,3631.01,60,1
HCP00077,15-18,Male,2268.05,40,2
HCP00077,19-45,Female,4096.56,72,2
HCP00077,19-45,Male,4050.15,73,2
HCP00077,9-14,Female,1174.1499999999999,21,2
HCP00077,9-14,Male,4258.88,71,2
HCP00078,15-18,Female,98.1,2,1
HCP00078,15-18,Male,553.96,10,1
HCP00078,19-45,Female,1025.73,18,1
HCP00078,19-45,Male,276.55,5,1
HCP00078,9-14,Female,124.12,2,1
HCP00078,9-14,Male,50.99,1,1
HCP00079,15-18,Female,1794.31,28,1
HCP00079,15-18,Male,2666.99,45,2
HCP00079,19-45,Female,9368.93,157,3
HCP00079,19-45,Male,10825.849999999999,201,3
HCP00079,9-14,Female,1495.8600000000001,31,1
HCP00079,9-14,Male,6712.889999999999,126,2
HCP00080,15-18,Female,1873.1299999999999,32,2
HCP00080,15-18,Male,3203.0,57,2
HCP00080,19-45,Female,3486.98,62,2
HCP00080,19-45,Male,6231.8,114,2
HCP00080,9-14,Female,2855.89,52,2
HCP00080,9-14,Male,1543.38,25,2
HCP00081,15-18,Female,991.31,16,1
HCP00081,15-18,Male,6496.42,121,3
HCP00081,19-45,Female,5656.31,102,4
HCP00081,19-45,Male,5653.15,99,3
HCP00081,9-14,Female,2921.44,53,4
HCP00081,9-14,Male,158.19,3,1
HCP00082,15-18,Female,1055.48,21,1
HCP00082,15-18,Male,833.1,14,1
HCP00082,19-45,Female,1508.6599999999999,29,1
HCP00082,19-45,Male,2651.08,50,1
HCP00082,9-14,Female,733.03,14,1
HCP00082,9-14,Male,1097.1299999999999,20,1
HCP00083,15-18,Female,2495.13,48,1
HCP00083,15-18,Male,775.41,13,1
HCP00083,19-45,Female,6355.96,120,1
HCP00083,19-45,Male,8597.630000000001,152,1
HCP00083,9-14,Female,3209.83,62,1
HCP00084,15-18,Female,5469.12,94,2
HCP00084,15-18,Male,1566.99,27,1
HCP00084,19-45,Female,7769.09,151,2
HCP00084,19-45,Male,4321.85,79,2
HCP00084,9-14,Female,3468.76,66,2
HCP00084,9-14,Male,2217.69,38,1
HCP00085,15-18,Female,3281.4300000000003,53,2
HCP00085,15-18,Male,2219.3199999999997,37,2
HCP00085,19-45,Female,10123.32,183,3
HCP00085,19-45,Male,6818.7699999999995,129,3
HCP00085,9-14,Female,1547.8200000000002,27,2
HCP00085,9-14,Male,1221.15,20,2
HCP00086,15-18,Female,235.08,4,1
HCP00086,15-18,Male,383.53000000000003,7,1
HCP00086,19-45,Female,1186.3899999999999,23,1
HCP00086,19-45,Male,948.24,17,1
HCP00086,9-14,Female,915.15,16,1
HCP00086,9-14,Male,668.02,14,1
HCP00087,15-18,Female,3986.0999999999995,81,3
HCP00087,15-18,Male,2322.6,40,2
HCP00087,19-45,Female,5194.05,90,4
HCP00087,19-45,Male,10381.75,186,4
HCP00087,9-14,Female,5189.85,93,3
HCP00087,9-14,Male,3549.46,68,4
HCP00088,15-18,Female,0.0,0,1
HCP00088,15-18,Male,126.07,2,1
HCP00088,19-45,Female,214.37,4,2
HCP00088,19-45,Male,459.83,8,2
HCP00088,9-14,Female,322.3,6,2
HCP00088,9-14,Male,115.03,2,2
HCP00089,15-18,Female,1465.3,27,2
HCP00089,15-18,Male,669.37,14,1
HCP00089,19-45,Female,1981.6399999999999,39,2
HCP00089,19-45,Male,6283.58,116,2
HCP00089,9-14,Female,1648.02,28,1
HCP00090,15-18,Female,3882.49,66,1
HCP00090,15-18,Male,3327.27,59,1
HCP00090,19-45,Female,7079.0,123,1
HCP00090,19-45,Male,11102.1,219,1
HCP00090,9-14,Female,3460.1099999999997,65,1
HCP00090,9-14,Male,4614.14,79,1
HCP00091,15-18,Female,615.98,12,1
HCP00091,15-18,Male,4079.25,80,1
HCP00091,19-45,Female,1311.08,27,1
HCP00091,19-45,Male,4829.47,96,1
HCP00091,9-14,Female,1157.52,23,1
HCP00091,9-14,Male,344.95,7,1
HCP00092,15-18,Male,3253.04,55,1
HCP00092,19-45,Female,16324.51,300,2
HCP00092,19-45,Male,6380.05,115,1
HCP00092,9-14,Female,3367.43,68,1
HCP00092,9-14,Male,6556.82,118,2
HCP00093,15-18,Female,2393.3199999999997,45,1
HCP00093,15-18,Male,1116.11,23,1
HCP00093,19-45,Female,5545.1900000000005,105,1
HCP00093,19-45,Male,9086.7,160,1
HCP00093,9-14,Female,1961.94,38,1
HCP00093,9-14,Male,3412.27,66,1
HCP00094,15-18,Female,0.0,0,1
HCP00094,15-18,Male,49.24,1,1
HCP00094,19-45,Female,45.6,1,1
HCP00094,19-45,Male,100.69,2,1
HCP00094,9-14,Female,0.0,0,1
HCP00094,9-14,Male,107.49000000000001,2,1
HCP00095,15-18,Female,303.95000000000005,5,3
HCP00095,15-18,Male,442.75,8,5
HCP00095,19-45,Female,874.6700000000001,15,4
HCP00095,19-45,Male,55.7,1,1
HCP00095,9-14,Female,149.19,3,2
HCP00095,9-14,Male,390.07,7,5
HCP00096,15-18,Female,1419.7,27,2
HCP00096,15-18,Male,145.36,3,1
HCP00096,19-45,Female,898.3800000000001,16,2
HCP00096,19-45,Male,1791.76,30,2
HCP00096,9-14,Female,714.3199999999999,13,2
HCP00096,9-14,Male,704.88,12,2
HCP00097,15-18,Female,1543.73,29,3
HCP00097,15-18,Male,1215.19,22,2
HCP00097,19-45,Female,4592.27,84,6
HCP00097,19-45,Male,1794.69,32,4
HCP00097,9-14,Female,1600.82,29,3
HCP00097,9-14,Male,2032.1599999999999,37,3
HCP00098,15-18,Female,1456.3899999999999,24,4
HCP00098,15-18,Male,2296.11,40,6
HCP00098,19-45,Female,1881.16,39,5
HCP00098,19-45,Male,1762.0,35,4
HCP00098,9-14,Female,1068.54,20,2
HCP00098,9-14,Male,475.87,8,2
HCP00099,15-18,Female,1335.3799999999999,24,2
HCP00099,19-45,Female,5012.85,99,2
HCP00099,19-45,Male,7313.889999999999,137,3
HCP00099,9-14,Female,796.33,16,1
HCP00099,9-14,Male,1826.55,34,3
HCP00100,15-18,Female,183.94,3,1
HCP00100,15-18,Male,2292.7799999999997,41,2
HCP00100,19-45,Female,3237.29,56,2
HCP00100,19-45,Male,3193.74,60,2
HCP00100,9-14,Female,1103.3899999999999,21,1
HCP00100,9-14,Male,2983.17,57,2
HCP00101,15-18,Female,2025.6799999999998,38,3
HCP00101,15-18,Male,315.55,7,1
HCP00101,19-45,Female,2098.98,44,2
HCP00101,19-45,Male,13242.41,234,3
HCP00101,9-14,Female,2748.42,57,1
HCP00101,9-14,Male,4944.94,84,4
HCP00102,15-18,Female,1969.54,41,2
HCP00102,19-45,Female,24767.66,438,3
HCP00102,19-45,Male,8496.25,169,2
HCP00102,9-14,Male,2148.1,40,2
HCP00103,15-18,Female,874.92,14,1
HCP00103,15-18,Male,2565.28,48,2
HCP00103,19-45,Female,1073.65,18,1
HCP00103,19-45,Male,4271.6900000000005,82,2
HCP00103,9-14,Female,5067.0599999999995,99,2
HCP00103,9-14,Male,2923.44,56,2
HCP00104,15-18,Female,10972.08,192,1
HCP00104,15-18,Male,7310.4400000000005,149,1
HCP00104,19-45,Female,13253.87,246,1
HCP00104,19-45,Male,13071.35,228,1
HCP00104,9-14,Female,7678.87,126,1
HCP00104,9-14,Male,8196.77,140,1
HCP00105,15-18,Female,1193.08,25,1
HCP00105,15-18,Male,8659.61,154,2
HCP00105,19-45,Female,8500.44,164,3
HCP00105,19-45,Male,9242.51,151,3
HCP00105,9-14,Female,4029.02,76,2
HCP00105,9-14,Male,2019.0900000000001,35,2
HCP00106,15-18,Female,1317.58,22,1
HCP00106,15-18,Male,526.77,10,1
HCP00106,19-45,Female,1081.07,20,1
HCP00106,19-45,Male,3583.73,64,1
HCP00106,9-14,Female,571.62,10,1
HCP00106,9-14,Male,727.69,16,1
HCP00107,15-18,Female,212.32,4,1
HCP00107,15-18,Male,542.68,9,2
HCP00107,19-45,Female,1388.27,27,2
HCP00107,19-45,Male,362.12,7,1
HCP00107,9-14,Female,231.83999999999997,4,2
HCP00107,9-14,Male,186.98,3,1
HCP00108,15-18,Female,6828.21,122,1
HCP00108,19-45,Female,1455.43,24,1
HCP00108,19-45,Male,1892.9099999999999,39,1
