HCP_ID,HCO_ID,HCO_Type,Province_ID,Province,Region,Specialty,Patient_Potential,Vaccine_X_Relevance,Influence_Score,Digital_Affinity,Target_Score,Target_HCP,_Cleaning_Duplicate_Issue,HCP_Tier,Sales,Units,Vaccinated_HCC,Total_Doses,Ever_Engaged,Months_Contacted,Last_Contact_Month,Contacted_This_Month_Latest,Target_Engaged,Target_Never_Engaged,Monthly_Contact_Flag,Monthly_Vaccine_X_Potential,Period_Vaccine_X_Potential,Actual_Uptake_Rate,Potential_Level,Uptake_Level,Opportunity_Segment,White_Space,Re_Engagement,Conversion_Gap
HCP03788,HCO1620,Hospital,P24,Binh Duong,South,Pediatrics,226.0,0.5984135515850156,0.9439902159290132,0.2208125942819384,0.571099886439085,1,False,Tier 1,192140659.0,55.0,27.0,55.0,1,1,2025-08-01,0,1,0,0,135.24146265821352,2704.8292531642705,0.00998214581139042,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02630,HCO0940,Vax Center,P06,Hung Yen,North,Oncology,197.0,0.8448903155642123,0.9415655576322084,0.1336877873086334,0.6177061321216313,1,False,Tier 1,118988637.0,35.0,18.0,35.0,1,2,2026-05-01,0,1,0,0,166.44339216614983,3328.8678433229966,0.005407243797948959,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03647,HCO0930,Hospital,P16,Hue,Central,Pediatrics,73.0,0.5736062900809752,0.9408479746636348,0.6897869087523313,0.4213625930681307,0,False,Tier 2,83855376.0,22.0,11.0,22.0,1,1,2025-08-01,0,0,0,0,41.87325917591119,837.4651835182237,0.013134874400137535,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01393,HCO1963,Vax Center,P10,Ninh Binh,North,General Practice,69.0,0.8322069406938372,0.9404614793594546,0.3787252448439943,0.4951617854874495,1,False,Tier 2,94430809.0,26.0,13.0,26.0,1,1,2025-12-01,0,1,0,0,57.42227890787476,1148.4455781574952,0.011319648268276243,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP04326,HCO1855,Vax Center,P10,Ninh Binh,North,Oncology,43.0,0.9307391292590028,0.9399596594285988,0.8743518856516428,0.5005470039967539,1,False,Tier 3,79008319.0,25.0,11.0,25.0,1,3,2025-03-01,0,1,0,0,40.02178255813712,800.4356511627424,0.013742516320982197,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01850,HCO1868,Vax Center,P08,Vinh Phuc,North,Gynecology,79.0,0.7290865477330518,0.9394990012039628,0.697941988520569,0.4732924312273747,1,False,Tier 2,63731945.0,18.0,8.0,18.0,1,1,2026-05-01,0,1,0,0,57.59783727091109,1151.9567454182218,0.006944705199929684,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02080,HCO0704,Vax Center,P12,Nghe An,Central,General Practice,80.0,0.8802666146525407,0.9375367691268436,0.5640883844934005,0.5191799308137235,1,False,Tier 2,59734510.0,19.0,8.0,19.0,1,4,2026-08-01,1,1,0,1,70.42132917220326,1408.4265834440653,0.005680097275952698,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP00003,HCO0252,Vax Center,P06,Hung Yen,North,General Practice,181.0,0.8844708362209819,0.9370818339779536,0.454418424328436,0.6138687287729964,1,False,Tier 1,252922445.0,74.0,37.0,74.0,1,2,2026-08-01,1,1,0,1,160.08922135599772,3201.7844271199547,0.011556055956359924,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP02099,HCO0563,Hospital,P09,Nam Dinh,North,Pediatrics,141.0,0.748264432840208,0.9363414596442992,0.7575807549235127,0.5358216958549964,1,False,Tier 1,212128703.0,60.0,29.0,60.0,1,1,2025-11-01,0,1,0,0,105.50528503046934,2110.105700609387,0.01374338735335626,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03872,HCO0854,Vax Center,P14,Quang Binh,Central,Gynecology,94.0,0.6717857855060408,0.9356542142909204,0.7710884883624182,0.4692221340655519,1,False,Tier 2,93480118.0,26.0,13.0,26.0,1,3,2026-06-01,0,1,0,0,63.14786383756784,1262.9572767513569,0.010293301475279721,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00734,HCO1377,Vax Center,P30,Kien Giang,South,Pediatrics,118.0,0.8943243750014169,0.9351989997749588,0.3418411931443951,0.5581148902331946,1,False,Tier 1,137765366.0,41.0,18.0,41.0,1,1,2026-04-01,0,1,0,0,105.53027625016719,2110.6055250033437,0.008528358230262609,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03230,HCO1390,Vax Center,P30,Kien Giang,South,Family Medicine,154.0,0.8168988745262075,0.9342969474055304,0.4736448620363693,0.5680401629500794,1,False,Tier 1,116186350.0,33.0,15.0,33.0,1,4,2026-07-01,0,1,0,0,125.80242667703595,2516.0485335407193,0.00596172919561738,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03780,HCO0998,Hospital,P11,Thanh Hoa,Central,Pediatrics,236.0,0.7873650613502683,0.9338172309146334,0.299256993359223,0.6350100016250442,1,False,Tier 1,339914421.0,96.0,45.0,96.0,1,3,2026-04-01,0,1,0,0,185.8181544786633,3716.363089573266,0.01210861234906064,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00806,HCO1326,Hospital,P01,Hanoi,North,Pediatrics,118.0,0.5442251953645375,0.9296911138774616,0.7471915230088502,0.4519835591626313,1,False,Tier 1,107374133.0,30.0,15.0,30.0,0,0,,0,0,1,0,64.21857305301542,1284.3714610603083,0.011678864296483824,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP02066,HCO1731,Vax Center,P10,Ninh Binh,North,Gynecology,53.0,0.78809726678417,0.9286476660704782,0.5079567408044322,0.4647513058419392,1,False,Tier 2,74308493.0,21.0,9.0,21.0,1,1,2025-03-01,0,1,0,0,41.769155139561015,835.3831027912203,0.010773500170076205,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01494,HCO0070,Vax Center,P29,Can Tho,South,Pediatrics,167.0,0.7095997386448258,0.9254578760054302,0.3948613997897555,0.546119644942682,1,False,Tier 1,183731827.0,49.0,24.0,49.0,1,1,2026-02-01,0,1,0,0,118.50315635368591,2370.063127073718,0.010126312555072086,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03825,HCO0145,Hospital,P05,Hai Duong,North,Pediatrics,286.0,0.804468695191864,0.9251057332777164,0.5060553253885778,0.6846950885464358,1,False,Tier 1,453194918.0,129.0,62.0,129.0,1,3,2026-07-01,0,1,0,0,230.07804682487313,4601.5609364974625,0.013473688788568363,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01940,HCO0071,Vax Center,P27,Long An,South,Family Medicine,195.0,0.749885349240262,0.924989408976287,0.3299396662284973,0.5840375606414101,1,False,Tier 1,166890902.0,47.0,21.0,47.0,1,1,2025-11-01,0,1,0,0,146.22764310185107,2924.5528620370214,0.007180584858833085,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00903,HCO0632,Vax Center,P26,Ba Ria - Vung Tau,South,Gynecology,74.0,0.965882362352679,0.9230739428575968,0.5230007796075167,0.5364165343143601,1,False,Tier 2,94707701.0,29.0,13.0,29.0,0,0,,0,0,1,0,71.47529481409825,1429.5058962819649,0.009094051331870686,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP01874,HCO1916,Vax Center,P27,Long An,South,General Practice,61.0,0.792724483543896,0.9206290180042422,0.9133560452040866,0.4719431486640172,1,False,Tier 2,65550313.0,19.0,9.0,19.0,1,1,2025-09-01,0,1,0,0,48.35619349617766,967.1238699235532,0.009305943405896298,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00726,HCO1434,Vax Center,P10,Ninh Binh,North,Pediatrics,442.0,0.7091976593686397,0.9205366592741164,0.4276475126791163,0.799644407443193,1,False,Tier 1,216633805.0,59.0,29.0,59.0,1,2,2025-12-01,0,1,0,0,313.46536544093874,6269.307308818775,0.004625710396937617,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00452,HCO0782,Vax Center,P01,Hanoi,North,Infectious Disease,170.0,0.626160572324237,0.9152784269379012,0.5884549046454712,0.5218297830107773,1,False,Tier 1,148291311.0,44.0,24.0,44.0,1,2,2026-06-01,0,1,0,0,106.4472972951203,2128.945945902406,0.011273184293942706,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00633,HCO0760,Vax Center,P19,Quang Ngai,Central,Gynecology,85.0,0.5621020072855188,0.9125961597779908,0.5131681840990352,0.423372056363476,0,False,Tier 2,81529167.0,21.0,12.0,21.0,1,3,2026-01-01,0,0,0,0,47.7786706192691,955.573412385382,0.01255790486054295,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03372,HCO1172,Hospital,P17,Da Nang,Central,Infectious Disease,71.0,0.6400603622231059,0.9124350243851672,0.5368723831537268,0.4337643728032245,0,False,Tier 2,56068148.0,16.0,7.0,16.0,1,1,2026-06-01,0,0,0,0,45.44428571784052,908.8857143568105,0.007701738391777538,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00020,HCO0989,Hospital,P01,Hanoi,North,General Practice,109.0,0.643164325747161,0.9117035158651156,0.8185630072002967,0.4697344453416158,1,False,Tier 1,145153325.0,41.0,22.0,41.0,0,0,,0,0,1,0,70.10491150644054,1402.0982301288109,0.015690769396363092,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP03624,HCO0118,Hospital,P15,Quang Tri,Central,Oncology,49.0,0.9551852394493986,0.9103465813986996,0.5075812641230352,0.5075137770034484,1,False,Tier 2,90725794.0,26.0,12.0,26.0,0,0,,0,0,1,0,46.80407673302053,936.0815346604106,0.012819396127019354,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP04984,HCO0382,Hospital,P20,Binh Dinh,Central,Gynecology,189.0,0.6769458130266147,0.9102970326312292,0.3345465122095832,0.5536616689527488,1,False,Tier 1,46226937.0,14.0,7.0,14.0,1,5,2026-06-01,0,1,0,0,127.94275866203019,2558.8551732406036,0.002735598353983829,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00521,HCO1655,Vax Center,P04,Bac Ninh,North,Gynecology,67.0,0.6362764823277169,0.9102726958379416,0.7712894177706329,0.4284930394214589,0,False,Tier 2,38131423.0,12.0,6.0,12.0,1,1,2026-04-01,0,0,0,0,42.63052431595703,852.6104863191406,0.007037211125449541,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03272,HCO0309,Vax Center,P03,Quang Ninh,North,General Practice,60.0,0.8183552236255308,0.9098777539466278,0.0798916999464984,0.4765561919510589,1,False,Tier 2,59751649.0,16.0,9.0,16.0,1,4,2026-06-01,0,1,0,0,49.10131341753185,982.026268350637,0.0091647242951209,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP04046,HCO0430,Vax Center,P19,Quang Ngai,Central,Gynecology,123.0,0.8125332450632433,0.9092453631740116,0.5378692855607901,0.5330164535611828,1,False,Tier 1,116790964.0,34.0,18.0,34.0,1,2,2025-07-01,0,1,0,0,99.94158914277892,1998.8317828555785,0.009005260049589953,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03509,HCO1418,Vax Center,P16,Hue,Central,Pediatrics,118.0,0.6077543815915661,0.909196673892984,0.5029381813701287,0.4669434270338444,1,False,Tier 1,54996503.0,16.0,8.0,16.0,1,5,2026-07-01,0,1,0,0,71.7150170278048,1434.3003405560962,0.00557763236457038,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00047,HCO1055,Vax Center,P30,Kien Giang,South,Gynecology,173.0,0.5118068179716887,0.9090598213512316,0.4611042991406117,0.4890577133654566,1,False,Tier 1,102268151.0,33.0,16.0,33.0,1,2,2026-05-01,0,1,0,0,88.54257950910214,1770.8515901820429,0.009035200966985159,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01601,HCO0399,Vax Center,P02,Hai Phong,North,Pediatrics,246.0,0.6873422462825852,0.9082754143767152,0.2516121393762264,0.6091540530564149,1,False,Tier 1,246201158.0,68.0,33.0,68.0,1,3,2026-01-01,0,1,0,0,169.08619258551596,3381.723851710319,0.009758336708454218,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01014,HCO0936,Hospital,P14,Quang Binh,Central,Gynecology,45.0,0.8815859496269586,0.9078940792182826,0.6542632976590909,0.4812397859169293,1,False,Tier 2,56837799.0,19.0,8.0,19.0,1,3,2026-04-01,0,1,0,0,39.67136773321314,793.4273546642628,0.01008283865305499,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00092,HCO0360,Vax Center,P25,Ho Chi Minh City,South,Gynecology,112.0,0.4654543001341986,0.9073390656121132,0.5946902977514914,0.4183263253849044,0,False,Tier 1,49249774.0,12.0,6.0,12.0,1,1,2026-07-01,0,0,0,0,52.13088161503024,1042.6176323006048,0.00575474633664175,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02468,HCO1246,Vax Center,P10,Ninh Binh,North,Family Medicine,50.0,0.9940855662598836,0.907137639955372,0.1703100834932107,0.5194680126838542,1,False,Tier 2,102073508.0,28.0,14.0,28.0,1,1,2026-08-01,1,1,0,1,49.704278312994184,994.0855662598836,0.014083294713425084,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP03791,HCO0602,Vax Center,P24,Binh Duong,South,Family Medicine,183.0,0.5728760103527502,0.906390906115898,0.8301069133940183,0.5161039472919676,1,False,Tier 1,191069361.0,57.0,28.0,57.0,0,0,,0,0,1,0,104.83630989455328,2096.7261978910656,0.013354151833540799,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP04946,HCO0360,Vax Center,P25,Ho Chi Minh City,South,General Practice,75.0,0.7854552847815786,0.905975392244641,0.6808920511609022,0.4797946268463647,1,False,Tier 2,26028525.0,8.0,6.0,8.0,1,4,2026-04-01,0,1,0,0,58.90914635861839,1178.182927172368,0.005092587799077996,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02767,HCO0976,Vax Center,P12,Nghe An,Central,Oncology,121.0,0.541763996839379,0.9051616540890564,0.7084753456838877,0.4491170854251806,1,False,Tier 1,77627997.0,23.0,11.0,23.0,1,1,2025-11-01,0,1,0,0,65.55344361756487,1311.0688723512974,0.008390100803989326,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03900,HCO1765,Vax Center,P27,Long An,South,General Practice,89.0,0.7166720484113542,0.9042454115451656,0.5874293300480472,0.4717766227583653,1,False,Tier 2,139058870.0,40.0,21.0,40.0,1,3,2025-06-01,0,1,0,0,63.78381230861053,1275.6762461722105,0.01646185704485172,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03980,HCO0418,Hospital,P19,Quang Ngai,Central,Pediatrics,73.0,0.925342025369552,0.9041443626611128,0.5116257452585362,0.5195425912541993,1,False,Tier 2,97560961.0,29.0,14.0,29.0,1,2,2026-06-01,0,1,0,0,67.5499678519773,1350.9993570395459,0.010362699232276687,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02852,HCO1106,Vax Center,P10,Ninh Binh,North,Oncology,246.0,0.6016645189870026,0.90402243864235,0.6513589196110197,0.5826001397208671,1,False,Tier 1,142699164.0,37.0,17.0,37.0,1,3,2025-07-01,0,1,0,0,148.00947167080264,2960.189433416053,0.0057428757119715925,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01593,HCO0252,Vax Center,P06,Hung Yen,North,Pediatrics,146.0,0.3304709551691218,0.9038693544776408,0.1449757420768021,0.4086188611499685,0,False,Tier 1,63915457.0,20.0,10.0,20.0,1,3,2026-01-01,0,0,0,0,48.24875945469178,964.9751890938355,0.010362960740359082,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01552,HCO0652,Vax Center,P06,Hung Yen,North,Gynecology,153.0,0.846162238820928,0.9032271496505516,0.437716860789187,0.5696792867615739,1,False,Tier 1,213797187.0,59.0,28.0,59.0,0,0,,0,0,1,0,129.46282253960197,2589.2564507920397,0.010813915319757126,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP03224,HCO0454,Vax Center,P09,Nam Dinh,North,Oncology,133.0,0.4776766607036377,0.902686367836122,0.5989474446581171,0.4405069384449823,0,False,Tier 1,71469548.0,19.0,9.0,19.0,1,3,2026-05-01,0,0,0,0,63.53099587358381,1270.6199174716762,0.007083156714486669,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02696,HCO0579,Vax Center,P22,Lam Dong,South,General Practice,154.0,0.7998579866646774,0.9025968821686692,0.5330755352646395,0.5565878835442482,1,False,Tier 1,181063101.0,53.0,25.0,53.0,1,3,2026-04-01,0,1,0,0,123.17812994636033,2463.5625989272066,0.01014790531845491,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP04343,HCO0654,Hospital,P13,Ha Tinh,Central,Oncology,86.0,0.7979435286518805,0.9019179685879972,0.1065313197290185,0.4929148004613117,1,False,Tier 2,101740746.0,30.0,13.0,30.0,0,0,,0,0,1,0,68.62314346406171,1372.4628692812344,0.009472023098743768,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP01453,HCO1716,Vax Center,P19,Quang Ngai,Central,Gynecology,88.0,0.7339196404628788,0.9016509795871348,0.2777721546278334,0.4755060880562906,1,False,Tier 2,71058618.0,19.0,11.0,19.0,1,3,2026-08-01,1,1,0,1,64.58492836073334,1291.6985672146668,0.008515918712923613,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP00294,HCO1818,Vax Center,P19,Quang Ngai,Central,Family Medicine,119.0,0.9135519280473452,0.9015533179290546,0.2891074877716498,0.5580799457037182,1,False,Tier 1,148528372.0,44.0,26.0,44.0,1,1,2026-08-01,1,1,0,1,108.71267943763408,2174.2535887526815,0.011958126749564476,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP04346,HCO1979,Hospital,P04,Bac Ninh,North,Gynecology,119.0,0.6683524400805801,0.9002868700776464,0.363690630669377,0.484266809743407,1,False,Tier 1,169440040.0,49.0,25.0,49.0,0,0,,0,0,1,0,79.53394036958903,1590.6788073917805,0.015716560680777685,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP03306,HCO0650,Vax Center,P11,Thanh Hoa,Central,Gynecology,69.0,0.6932931812045826,0.8985868965806545,0.8571487810103351,0.4451127410849131,1,False,Tier 2,86714531.0,23.0,14.0,23.0,1,2,2026-01-01,0,1,0,0,47.8372295031162,956.7445900623239,0.014632954443032718,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP03821,HCO1250,Hospital,P18,Quang Nam,Central,Pediatrics,166.0,0.7372082144138384,0.8983501402721361,0.5421491550144584,0.548054714600801,1,False,Tier 1,259951189.0,76.0,37.0,76.0,1,3,2026-04-01,0,1,0,0,122.37656359269718,2447.5312718539435,0.015117273648550127,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00191,HCO0441,Vax Center,P12,Nghe An,Central,Family Medicine,84.0,0.6982964379902253,0.897469375557964,0.6484006268882034,0.4602791028049567,1,False,Tier 2,83698335.0,23.0,11.0,23.0,1,2,2026-08-01,1,1,0,1,58.65690079117893,1173.1380158235786,0.009376560857826831,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP01772,HCO0072,Hospital,P21,Khanh Hoa,South,General Practice,142.0,0.8388368279773458,0.8956130308680375,0.6335671383365508,0.5557736545668113,1,False,Tier 1,242196792.0,70.0,35.0,70.0,1,5,2026-07-01,0,1,0,0,119.11482957278311,2382.296591455662,0.014691705527150102,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00816,HCO0298,Vax Center,P16,Hue,Central,Pediatrics,159.0,0.5705731747474762,0.8954231779061357,0.70080972440101,0.4909973287462107,1,False,Tier 1,188151574.0,54.0,27.0,54.0,1,3,2026-08-01,1,1,0,1,90.72113478484872,1814.4226956969742,0.01488076624263592,High Potential,Low Uptake,Untapped Potential,0,0,0
HCP01550,HCO1308,Vax Center,P18,Quang Nam,Central,Family Medicine,303.0,0.6601714864719702,0.8945125439148606,0.6260043820757122,0.6510280287986372,1,False,Tier 1,319804822.0,92.0,44.0,92.0,0,0,,0,0,1,0,200.03196040100698,4000.6392080201394,0.010998242458803223,High Potential,Low Uptake,Untapped Potential,1,0,0
HCP00408,HCO0887,Hospital,P03,Quang Ninh,North,Pediatrics,188.0,0.5601066577352678,0.8934076294140127,0.6430642900395932,0.5143061157959754,1,False,Tier 1,201397754.0,58.0,29.0,58.0,1,1,2025-05-01,0,1,0,0,105.30005165423034,2106.001033084607,0.013770173681977936,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP00290,HCO1632,Vax Center,P19,Quang Ngai,Central,General Practice,127.0,0.9861797775418324,0.8919066183028209,0.4229405258375006,0.585346368034225,1,False,Tier 1,178692056.0,49.0,25.0,49.0,1,3,2026-02-01,0,1,0,0,125.24483174781271,2504.8966349562543,0.00998045174843576,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP01426,HCO0674,Hospital,P25,Ho Chi Minh City,South,General Practice,259.0,0.8701141006362143,0.891503311769738,0.2440852517107562,0.6726682258781452,1,False,Tier 1,236833520.0,66.0,30.0,66.0,1,3,2026-05-01,0,1,0,0,225.3595520647795,4507.19104129559,0.006656030269215416,High Potential,Low Uptake,Untapped Potential,0,1,0
HCP02633,HCO1009,Vax Center,P13,Ha Tinh,Central,General Practice,133.0,0.6600199173756872,0.8898653694329469,0.3104957799518048,0.4926457157659622,1,False,Tier 1,181158144.0,54.0,28.0,54.0,1,2,2025-12-01,0,1,0,0,87.7826490109664,1755.652980219328,0.015948482026614422,High Potential,Low Uptake,Untapped Potential,0,1,0
