HCP_ID,Vaccine_Confidence,Recommendation_Intent,Price_Barrier,Access_Barrier,Patient_Demand,Competitor_Pressure,_Cleaning_Duplicate_Issue,Region,Province,Specialty,HCP_Tier,Patient_Potential,Vaccine_X_Relevance,Influence_Score,Target_HCP,MR_Segment
HCP00038,0.9027861416991576,0.7552747341757902,0.6655307214759054,0.3194578823106158,0.788228330829812,0.62910012693236,False,North,Hung Yen,Pediatrics,Tier 1,162.0,0.6934446572301181,0.1303655394419583,0,Advocate / High Potential
HCP00039,0.7293567951034946,0.5831450548501367,0.0315340922794192,0.4119609751077451,0.5282387220600424,0.3460741248761094,False,South,Long An,Infectious Disease,Tier 1,118.0,0.4749071664322328,0.972964452668354,0,Development Opportunity
HCP00040,0.7502055854842014,0.6433410801960457,0.7502006563646184,0.1985280369557552,0.372279916216724,0.7971787606803798,False,North,Vinh Phuc,Gynecology,Tier 3,35.0,0.6524102061225525,0.6569233938379162,0,Barrier Driven
HCP00041,0.604186155976137,0.817978044308733,0.400686774052631,0.1577953504883529,0.5666427435837598,0.574491169860281,False,North,Hung Yen,General Practice,Tier 2,74.0,0.7021478124205579,0.7920135688812715,0,Development Opportunity
HCP00042,0.964939108367589,0.7144329498914463,0.3740898773428516,0.7170693432146659,0.6728581297447862,0.5531094174224644,False,Central,Ha Tinh,Pediatrics,Tier 1,239.0,0.7633660568801087,0.6595124782054089,1,Advocate / High Potential
HCP00043,0.8463222679521173,0.6970871089719055,0.5268769182775536,0.2891980546557762,0.6090185910617191,0.616887804754186,False,Central,Da Nang,Pediatrics,Tier 3,41.0,0.7697774646056839,0.5757756227321162,0,Development Opportunity
HCP00044,0.4550869723184493,0.6323605025016136,0.5592906013520131,0.6955369550398843,0.8720380686362055,0.5598302456770616,False,South,Khanh Hoa,General Practice,Tier 2,60.0,0.8209390281779171,0.5827999181528705,0,High Patient Demand
HCP00045,0.8583919877982409,0.6161447199812093,0.5886644502017145,0.0573074400727413,0.6081341610881645,0.2384380276309638,False,South,Khanh Hoa,General Practice,Tier 2,82.0,0.8409065129879184,0.6389235759325228,1,Development Opportunity
HCP00046,0.8283360075213853,0.6813532399622322,0.5270406645592188,0.2201132406407001,0.2671245218161369,0.7074816649196894,False,Central,Da Nang,Family Medicine,Tier 3,42.0,0.7667471419979732,0.47468358484036,0,Competitive Pressure
HCP00047,0.504840564182863,0.596467585933051,0.2012230071052751,0.2983861940045847,0.630031685704628,0.5020706032357193,False,South,Kien Giang,Gynecology,Tier 1,173.0,0.5118068179716887,0.9090598213512316,1,Development Opportunity
HCP00048,0.6881607360079571,0.6234559477123081,0.5784690556122944,0.5614725795818635,0.8632547582099465,0.4068162313963648,False,Central,Nghe An,Gynecology,Tier 2,45.0,0.5157131765391374,0.4432467671634115,0,High Patient Demand
HCP00049,0.4021090574014485,0.6871459773814618,0.1550729580794218,0.1170275461235981,0.636183302982253,0.6780966814853364,False,Central,Da Nang,Pediatrics,Tier 3,26.0,0.6968845892388864,0.5378223235815993,0,Development Opportunity
HCP00050,0.6756120714911497,0.6607550408820682,0.2076782957940271,0.2613159810963597,0.594045932455012,0.6158953738954069,False,Central,Da Nang,General Practice,Tier 3,44.0,0.584534020763549,0.8402086049892175,0,Development Opportunity
HCP00051,0.5969258921081863,0.7760285981058641,0.6119867220425611,0.3807600762480298,0.7289260704707216,0.3137834864600889,False,North,Hanoi,Gynecology,Tier 2,89.0,0.7555981618494441,0.6803909119468096,0,High Patient Demand
HCP00052,0.5291248774171912,0.7618346726127863,0.5210645878783828,0.5291732471632841,0.59893469890404,0.2548689402659493,False,Central,Thanh Hoa,Family Medicine,Tier 3,37.0,0.7946905485843051,0.5696672899137442,0,Development Opportunity
HCP00053,0.4703044813044057,0.7618155498226222,0.4984296266396988,0.307495540455142,0.4820727851823104,0.675092247492421,False,North,Ninh Binh,Infectious Disease,Tier 2,72.0,0.8222330393129903,0.3797179829435297,0,Development Opportunity
HCP00054,0.232771943773674,0.650318024709206,0.5544206286762008,0.5487402580486027,0.6131546811774997,0.1184422452457894,False,South,Can Tho,Pediatrics,Tier 2,84.0,0.6097093945158133,0.4688290189546353,0,Development Opportunity
HCP00055,0.6862054966931175,0.4686562874241,0.0910625259025169,0.3302066171505384,0.3033136870886511,0.4168670502378545,False,South,Ho Chi Minh City,Pediatrics,Tier 3,29.0,0.2985705339070797,0.6283141824036854,0,Development Opportunity
HCP00056,0.7176645607168982,0.8958225850360984,0.6466312432232392,0.0987658334778144,0.4330538940295587,0.2471646242547886,False,North,Ninh Binh,Gynecology,Tier 3,43.0,0.878912656165407,0.4345238748633028,0,Advocate / High Potential
HCP00057,0.8757218826097146,0.7395067546473219,0.4978414798870353,0.2852175218361455,0.7307262072172743,0.4729385792597494,False,South,Ba Ria - Vung Tau,General Practice,Tier 2,74.0,0.6046487419198349,0.2206249913536023,0,Advocate / High Potential
HCP00058,0.4845375430099925,0.5293557034517464,0.2793997576019774,0.0476052932371648,0.7035730712667316,0.8286270959284769,False,Central,Da Nang,General Practice,Tier 2,91.0,0.4220929319891555,0.7543065642984527,0,Competitive Pressure
HCP00059,0.7808367320444348,0.7683070451545989,0.8465555147657204,0.0657262675311963,0.7202900756825116,0.5298951454858726,False,North,Hung Yen,Family Medicine,Tier 3,43.0,0.7794949317814422,0.3353020972590364,0,Advocate / High Potential
HCP00060,0.5606706492173259,0.6261590020736625,0.6741330152806954,0.0827975195166572,0.7575930978689505,0.4431347949656342,False,Central,Thanh Hoa,General Practice,Tier 2,66.0,0.6336475107034076,0.5037823896856813,0,High Patient Demand
HCP00061,0.3719738120773245,0.8422517027140585,0.2154990475047189,0.0588829728601244,0.7162872802169672,0.6300054646983053,False,North,Hai Phong,Gynecology,Tier 2,51.0,0.7726385308939956,0.4777821078007553,0,High Patient Demand
HCP00062,0.8760755453270278,0.6325690279310245,0.8003116578337058,0.6024898989347099,0.2513117600137682,0.134089114411956,False,South,Kien Giang,Gynecology,Tier 2,93.0,0.7626897298164865,0.7316456998312526,1,Barrier Driven
HCP00063,0.482372475579987,0.8734496659777635,0.3733528923003568,0.2753175129248175,0.8001617024658839,0.5545058916472014,False,North,Hung Yen,Gynecology,Tier 2,82.0,0.9112160742467076,0.5449328028499956,1,High Patient Demand
HCP00064,0.693200140245523,0.6302722760169188,0.5646475468355755,0.3833400371767264,0.479806017951883,0.4755078312494457,False,Central,Ha Tinh,Family Medicine,Tier 2,48.0,0.486589931765214,0.7842792854540448,0,Development Opportunity
HCP00065,0.6570430831033293,0.6581609839430651,0.7400005004567576,0.3292975312346982,0.3260137234350067,0.749583534925774,False,Central,Quang Tri,Infectious Disease,Tier 2,80.0,0.6501925818553413,0.585706536749961,0,Barrier Driven
HCP00066,0.5547804091254749,0.4305331693548108,0.4329173682330025,0.4616563224912477,0.9147396827274836,0.7109606714074661,False,South,Khanh Hoa,Infectious Disease,Tier 2,47.0,0.1765186869996231,0.638448157498533,0,Competitive Pressure
HCP00067,0.537542808083868,0.5706432955922056,0.4888211271305768,0.468925519560086,0.777301564786867,0.1603996278138265,False,Central,Ha Tinh,Infectious Disease,Tier 2,79.0,0.4837744660899163,0.8742339337905454,0,High Patient Demand
HCP00068,0.2561028578941771,0.8986768441617143,0.3006611356732059,0.3526291484137798,0.1809031410904679,0.730349735520461,False,South,Khanh Hoa,Gynecology,Tier 2,80.0,0.9435109985628306,0.7608293411530375,1,Competitive Pressure
HCP00069,0.9100983762111714,0.8323755153523826,0.8349501122421353,0.4005186189866354,0.4507777390710288,0.2167738017606352,False,North,Vinh Phuc,Oncology,Tier 1,249.0,0.9382061447070152,0.7502756045358387,1,Advocate / High Potential
HCP00070,0.2532076957248262,0.7653207010273773,0.5807046956659458,0.7561455126457076,0.4397447417812514,0.2650660313162912,False,South,Can Tho,Oncology,Tier 2,49.0,0.7953076549378054,0.5704790886133513,0,Barrier Driven
HCP00071,0.9342141828554004,0.6008892999662365,0.889034273918814,0.1478408969016564,0.9181306630892142,0.8637135178634632,False,North,Hanoi,Gynecology,Tier 2,55.0,0.5365521722658293,0.966690631001364,0,Barrier Driven
HCP00072,0.6001410642080613,0.6041738394951306,0.3244931952374293,0.3870661008868992,0.3345357496004519,0.4604890481848072,False,North,Hanoi,Pediatrics,Tier 3,41.0,0.4116382461462032,0.4419907823960075,0,Development Opportunity
HCP00073,0.3157872406604092,0.8427282769888726,0.6878257727612399,0.2300154934699028,0.7827108396934461,0.3203564006948265,False,Central,Quang Ngai,General Practice,Tier 3,32.0,0.9295803277065992,0.9452922098141114,1,High Patient Demand
HCP00074,0.7407656346212547,0.861601776221725,0.2289883653591716,0.2633628477297565,0.5785772751818091,0.1811044678963377,False,Central,Quang Nam,Family Medicine,Tier 2,46.0,0.8390224832322458,0.2983515925659797,0,Advocate / High Potential
HCP00075,0.7476542181606127,0.9124952000586202,0.3494431283620928,0.4122947469417171,0.6120453620086069,0.7300820649155714,False,Central,Quang Binh,Gynecology,Tier 2,89.0,0.8773205623856084,0.4089023975905494,0,Advocate / High Potential
HCP00076,0.8780369860807898,0.7683060038104783,0.3422343511194163,0.5484317262286847,0.915175401965802,0.7730253931684142,False,South,Kien Giang,Family Medicine,Tier 2,93.0,0.7053364245286358,0.5573514429786569,0,Advocate / High Potential
HCP00077,0.9435741171820936,0.7853730342791874,0.1199898521921371,0.0713694745165155,0.922517700161324,0.4579591293230175,False,South,Ho Chi Minh City,Family Medicine,Tier 2,72.0,0.7093089226362408,0.497834720558975,0,Advocate / High Potential
HCP00078,0.9351315212212244,0.7601897587371163,0.2478606909881223,0.3827436156103294,0.7970213277370604,0.7343497189172042,False,North,Thai Nguyen,Family Medicine,Tier 2,50.0,0.6317053079014142,0.8052508266910829,0,Advocate / High Potential
HCP00079,0.329995641115688,0.6117825064177878,0.2662626363430704,0.3010603125804609,0.4497922231624116,0.4947084187959034,False,North,Hai Duong,Gynecology,Tier 2,45.0,0.7459601319943059,0.95074995597214,1,Development Opportunity
HCP00080,0.5003575592350953,0.5953698067022322,0.5166019077342764,0.2557312498768809,0.5216342378585612,0.8800504934415682,False,South,Can Tho,Gynecology,Tier 3,35.0,0.7935440598703982,0.8918585785716201,0,Competitive Pressure
HCP00081,0.7037128854034835,0.5545985234080241,0.3277338891815603,0.0313362129291902,0.4714564155183058,0.6265427851008761,False,Central,Thanh Hoa,General Practice,Tier 3,43.0,0.674455962768455,0.836118866715378,0,Development Opportunity
HCP00082,0.8776846040573069,0.564145071913727,0.2308338298069175,0.5044628176009838,0.5067882173776084,0.6734442245941882,False,Central,Binh Dinh,Pediatrics,Tier 3,28.0,0.4372435703428876,0.7459453192295828,0,Development Opportunity
HCP00083,0.6334189956810217,0.851501545664386,0.5243396810678685,0.1399819372665842,0.7862876314516755,0.5354310403208238,False,Central,Da Nang,Gynecology,Tier 1,136.0,0.786477142979744,0.552707609460901,1,High Patient Demand
HCP00084,0.7308435822476289,0.7306230948602142,0.5040333700508514,0.089888188849228,0.6170922784086685,0.4161889340272245,False,Central,Quang Tri,Oncology,Tier 1,181.0,0.8885003057822382,0.7171180955975025,1,Advocate / High Potential
HCP00085,0.6063780072667456,0.8451008385071423,0.4171430656781809,0.2513685994022627,0.8469426733530621,0.8022743740018775,False,Central,Ha Tinh,Gynecology,Tier 3,19.0,0.7919667771433077,0.4985122722714375,0,Competitive Pressure
HCP00086,0.6394157413260058,0.6184883963723338,0.7086854867246949,0.0605231002208296,0.371093033025756,0.8424973160451337,False,South,Long An,Pediatrics,Tier 2,71.0,0.5460331389745796,0.8045990636071231,0,Barrier Driven
HCP00087,0.2830014466686834,0.6602981594921573,0.5146771043313366,0.4226291908623092,0.8439218022159857,0.8350341822532555,False,Central,Quang Tri,Family Medicine,Tier 2,71.0,0.7800946836513865,0.4607252670021659,0,Competitive Pressure
HCP00088,0.6027830004712369,0.5871728976387622,0.2824249520548107,0.6004923095478468,0.8509203382990587,0.6089179928632172,False,North,Ninh Binh,Pediatrics,Tier 2,68.0,0.6291188612356875,0.3696497621680598,0,High Patient Demand
HCP00089,0.4796471171521696,0.7237564707497675,0.3329823102979511,0.2325888434388149,0.7879537603044074,0.9033275164942276,False,North,Hai Duong,Family Medicine,Tier 3,42.0,0.8300757901489174,0.6465067282474061,0,Competitive Pressure
HCP00090,0.5311641917076334,0.6929000548706535,0.3734943330395834,0.4545574833812319,0.4751970632379032,0.5317359528031411,False,North,Ninh Binh,Pediatrics,Tier 1,111.0,0.6125182494151803,0.6316513374307164,0,Development Opportunity
HCP00091,0.5160241891536392,0.4881887179196852,0.4278718464959681,0.4124342158050975,0.8220458421389151,0.5149138479829012,False,South,Lam Dong,Pediatrics,Tier 2,77.0,0.6166811858464377,0.4342181625076701,0,High Patient Demand
HCP00092,0.7226499131944539,0.4747574320046538,0.1087636493700048,0.1072978407339234,0.8640689956595395,0.4008858740442924,False,South,Ho Chi Minh City,Gynecology,Tier 1,112.0,0.4654543001341986,0.9073390656121132,0,High Patient Demand
HCP00093,0.8573555633980834,0.7335821537776338,0.4967562012847082,0.5353856835447364,0.4835465742192844,0.4439017999018592,False,North,Bac Ninh,Pediatrics,Tier 3,39.0,0.7423733065332071,0.3032021853320666,0,Advocate / High Potential
HCP00094,0.8826232061903216,0.719976756662705,0.4073999663927642,0.8189566181168301,0.3189700509719714,0.3964332619194825,False,South,Long An,Pediatrics,Tier 3,26.0,0.7517585144825183,0.6313455303252299,0,Advocate / High Potential
HCP00095,0.3729146277850691,0.6858692251319403,0.6211812620525552,0.6764634017190961,0.3787770968705555,0.448200473547569,False,Central,Quang Binh,Infectious Disease,Tier 2,78.0,0.6234228411076876,0.6937043703634768,0,Development Opportunity
HCP00096,0.5907676727058732,0.919244582277805,0.4310243584158793,0.3102604596721796,0.6793755848472315,0.41570492769069,False,South,Dong Nai,Family Medicine,Tier 3,34.0,0.9437048833311706,0.504828626072354,0,Development Opportunity
HCP00097,0.6620661527697725,0.5626186089160221,0.4796851071619448,0.1513731402266253,0.3129642053515887,0.6822387851222761,False,Central,Binh Dinh,Gynecology,Tier 1,113.0,0.5157381798106998,0.5330494180759999,0,Development Opportunity
HCP00098,0.4999269072974596,0.6876801963974817,0.5500292352248946,0.213029742936882,0.1131584149590906,0.0842494988307665,False,South,Long An,Gynecology,Tier 3,17.0,0.6330315252222206,0.8018928645534196,0,Development Opportunity
HCP00099,0.6121683910359057,0.6188052419535328,0.5741397837701614,0.1034438836064725,0.6273090999459686,0.2903728357702362,False,Central,Da Nang,General Practice,Tier 2,45.0,0.6841757821742327,0.3840296201535773,0,Development Opportunity
HCP00100,0.6737084979405638,0.4849911706770915,0.4571632689731944,0.2671777394902024,0.9120465552069934,0.5002570805182137,False,North,Vinh Phuc,Pediatrics,Tier 3,41.0,0.523841322571176,0.4185175132510323,0,High Patient Demand
HCP00101,0.6961669340609474,0.7058070950275303,0.4261995053558072,0.3318799659525622,0.6766654929526389,0.7024887870683044,False,North,Quang Ninh,Gynecology,Tier 2,49.0,0.6363703713065574,0.3074757131959635,0,Competitive Pressure
HCP00102,0.6870863879177211,0.5630770257309614,0.0934020886420732,0.646867510575307,0.8758882673126626,0.3322675247512709,False,Central,Quang Ngai,Gynecology,Tier 2,70.0,0.6449831050030784,0.6063871617441052,0,High Patient Demand
HCP00103,0.6994152191724112,0.9260436791679764,0.8378622419942334,0.3926244139106028,0.4160240645118018,0.5048517381098311,False,Central,Quang Ngai,Gynecology,Tier 2,76.0,0.9191426844241846,0.7504943727164984,1,Barrier Driven
HCP00104,0.5808700725776524,0.6337001184994279,0.4106000814292563,0.4453209870545073,0.7635018029958756,0.6747547677406516,False,South,Dong Nai,General Practice,Tier 2,88.0,0.6713701881392543,0.7073654111171721,0,High Patient Demand
HCP00105,0.9231611308252428,0.549836069730067,0.4225638805779364,0.3743312468161621,0.339312194028069,0.35664487892201,False,South,Long An,Gynecology,Tier 2,94.0,0.5704592783805581,0.8271224279908287,0,Development Opportunity
HCP00106,0.448122824628754,0.6421665887905497,0.2771660095775945,0.31734145914926,0.8466560230855141,0.7367232303371805,False,South,Kien Giang,Oncology,Tier 2,54.0,0.6142624854242037,0.8238278507394403,0,Competitive Pressure
HCP00107,0.694133441946256,0.4768803660894306,0.5097927063881402,0.1622341248824087,0.6645034889837419,0.7088204310328643,False,Central,Thanh Hoa,Pediatrics,Tier 1,213.0,0.5809509408204309,0.3090074035758954,0,Competitive Pressure
HCP00108,0.887256295867801,0.7235245364203265,0.2108379049952379,0.406963992137658,0.7631569079327549,0.3081198326459217,False,North,Nam Dinh,Pediatrics,Tier 1,138.0,0.6023959972263259,0.6990510979085662,0,Advocate / High Potential
HCP00109,0.7270178493220933,0.7524624795146673,0.2536540753031737,0.4656769853575588,0.3604019437115399,0.6996314816156525,False,Central,Nghe An,General Practice,Tier 2,50.0,0.6657664605725239,0.8660524840021917,0,Advocate / High Potential
HCP00110,0.8560192821119482,0.7234400920304778,0.86092097389708,0.3527961109828039,0.6995269881834238,0.2096200892330166,False,North,Hung Yen,Gynecology,Tier 2,55.0,0.6948877806054721,0.9240236070089408,0,Advocate / High Potential
HCP00111,0.8074937925977793,0.371321499731358,0.567028413740303,0.305546491494766,0.7830375027855853,0.5646671000758277,False,South,Lam Dong,Family Medicine,Tier 2,49.0,0.2563675868003868,0.1285213904370267,0,High Patient Demand
HCP00112,0.3132887080236103,0.8222074805730715,0.6018089074505489,0.1794143300376962,0.8667264521150805,0.2166311967263628,False,South,Can Tho,General Practice,Tier 2,75.0,0.7767118402341427,0.6575533492603978,0,High Patient Demand
HCP00113,0.4669701928841863,0.7162772626685624,0.4412607982013636,0.2618587724028166,0.4289988449186062,0.6992576040143512,False,Central,Ha Tinh,Family Medicine,Tier 3,33.0,0.6466240407613257,0.5242465966829484,0,Development Opportunity
HCP00114,0.8439957656166454,0.4041374822141146,0.4877870786065381,0.5438562869449877,0.3260415882263406,0.3431524751091436,False,North,Thai Nguyen,Pediatrics,Tier 3,37.0,0.3062441301140055,0.6627284496229494,0,Development Opportunity
HCP00115,0.5552991521871958,0.8383779196462842,0.5566745476048871,0.3667651280560599,0.763526774198257,0.4716230549481026,False,Central,Nghe An,Pediatrics,Tier 3,16.0,0.8275421053970986,0.3954412719856007,0,High Patient Demand
HCP00116,0.4167892713283515,0.7782733057692872,0.8574308723887054,0.2854517203064053,0.7006718723769391,0.4710322027441274,False,North,Quang Ninh,Gynecology,Tier 2,47.0,0.8245329121891342,0.6422389864657051,0,Barrier Driven
HCP00117,0.821642616910045,0.8587144926367065,0.2449650428230945,0.0733910701765745,0.5647804119830191,0.5264383701111548,False,South,Dong Nai,General Practice,Tier 1,114.0,0.8658443541522018,0.8132128355353754,1,Advocate / High Potential
HCP00118,0.9245442627204904,0.6398393326321083,0.3744279093937276,0.3378977938353891,0.6857507390503774,0.3920859431003481,False,South,Ho Chi Minh City,General Practice,Tier 2,55.0,0.5291177170647495,0.5792828551366288,0,Development Opportunity
