HCP_ID,HCO_ID,HCO_Type,Province_ID,Province,Region,Specialty,Patient_Potential,Vaccine_X_Relevance,Influence_Score,Digital_Affinity,Target_Score,Target_HCP,_Cleaning_Duplicate_Issue,Sales,Units,Active_Months,Vaccinated_Patients,Period_Vaccine_X_Potential,Uptake_Rate,Sales_Share,Ever_Engaged,Months_Contacted,Last_Contact_Month,Contacted_This_Month,Target_Engaged,Target_Never_Engaged,Monthly_Contact_Flag,Opportunity_Segment,White_Space,Re_Engagement,Conversion_Gap
HCP00012,HCO1265,Vax Center,P10,Ninh Binh,North,General Practice,32.0,0.7438859774257451,0.3808995682797192,0.4562662150031761,0.3224938550318155,0,False,21179613.0,5.0,4.0,3.0,476.0870255524769,0.006301368949339964,3.334122678679363e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00013,HCO1442,Hospital,P06,Hung Yen,North,General Practice,49.0,0.7386437493596794,0.8017893157869764,0.4922571976700339,0.420839876854188,0,False,57098136.0,16.0,11.0,8.0,723.8708743724858,0.011051694830151988,8.988464054934268e-05,1,1,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00014,HCO1755,Vax Center,P07,Thai Nguyen,North,Family Medicine,130.0,0.9614035710155542,0.6035795056723062,0.7633683689110526,0.5230258613280164,1,False,164793239.0,45.0,18.0,22.0,2499.649284640441,0.008801234691275726,0.0002594196954604073,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00015,HCO1863,Vax Center,P17,Da Nang,Central,General Practice,29.0,0.4620926930456568,0.5162920724292567,0.2525997007106523,0.2622565927699187,0,False,37672657.0,11.0,8.0,6.0,268.01376196648096,0.022386910119751195,5.9304794695639075e-05,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00016,HCO0441,Vax Center,P12,Nghe An,Central,Gynecology,29.0,0.4397114083148669,0.662261461585815,0.4996014308390428,0.2847360851819934,0,False,16498158.0,4.0,4.0,2.0,255.0326168226228,0.007842134174512336,2.5971618435254388e-05,1,2,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00017,HCO0418,Hospital,P19,Quang Ngai,Central,General Practice,86.0,0.7938921064610475,0.8555483132059463,0.5795599924480446,0.4824254427276516,1,False,112821660.0,32.0,13.0,17.0,1365.4944231130016,0.012449702988346195,0.00017760534871541432,1,1,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00018,HCO1111,Vax Center,P11,Thanh Hoa,Central,Family Medicine,47.0,0.8305042871946167,0.7426782403185472,0.750021411983583,0.4347239712591315,0,False,41158454.0,11.0,10.0,6.0,780.6740299629396,0.007685666193205933,6.479218241654431e-05,1,1,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00019,HCO1992,Vax Center,P03,Quang Ninh,North,Gynecology,80.0,0.5534772426234332,0.750397723497384,0.2303064443874652,0.3837153100790993,0,False,53439952.0,17.0,13.0,7.0,885.5635881974932,0.00790457070874836,8.412587893401856e-05,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00020,HCO0989,Hospital,P01,Hanoi,North,General Practice,109.0,0.643164325747161,0.9117035158651156,0.8185630072002967,0.4697344453416158,1,False,145153325.0,41.0,19.0,22.0,1402.0982301288109,0.015690769396363092,0.00022850228319479495,0,0,2026-08-01,0,0,1,0,Untapped Potential,1,0,0
HCP00021,HCO0683,Vax Center,P24,Binh Duong,South,Gynecology,79.0,0.6147773965287383,0.8794540476521381,0.4343095184630221,0.4269906951557158,0,False,197042071.0,55.0,16.0,27.0,971.3482865154066,0.02779641491607424,0.00031018623313610553,1,1,2026-08-01,0,0,0,0,High Performer,0,1,0
HCP00022,HCO1085,Vax Center,P30,Kien Giang,South,Infectious Disease,41.0,0.6850800021676019,0.8363856848167956,0.7630211624648561,0.4042826190951212,0,False,64511477.0,19.0,13.0,8.0,561.7656017774335,0.014240814985267695,0.0001015548199586093,1,2,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00023,HCO0131,Vax Center,P03,Quang Ninh,North,General Practice,130.0,0.7271883475448768,0.7072204092762351,0.9459777714191488,0.4734894750075989,1,False,76497651.0,22.0,10.0,13.0,1890.6897036166797,0.006875797744670869,0.00012042361353099276,1,1,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00024,HCO0376,Vax Center,P25,Ho Chi Minh City,South,Family Medicine,94.0,0.8684227588822991,0.9417328013858832,0.0877937625741675,0.529428943497422,1,False,336347140.0,95.0,20.0,44.0,1632.6347866987223,0.026950301658689037,0.0005294821144196273,0,0,2026-08-01,0,0,1,0,High Performer,1,0,0
HCP00025,HCO0316,Vax Center,P24,Binh Duong,South,General Practice,61.0,0.8667562791977556,0.37046759614669,0.340949445909378,0.3841204029886647,0,False,115571065.0,34.0,15.0,17.0,1057.4426606212617,0.01607652181349698,0.00018193349841454928,1,2,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00026,HCO0058,Hospital,P14,Quang Binh,Central,Gynecology,59.0,0.7877270486948265,0.7302110494935132,0.7489800456429362,0.4305084726552987,0,False,148278107.0,47.0,18.0,22.0,929.5179174598952,0.02366818281472149,0.00023342135632995048,0,0,2026-08-01,0,0,0,0,High Performer,0,0,0
HCP00027,HCO1464,Hospital,P23,Dong Nai,South,General Practice,75.0,0.7374601368067171,0.5491735298947913,0.1864469440265979,0.3940357099839363,0,False,103304860.0,30.0,15.0,14.0,1106.1902052100756,0.01265605131383465,0.00016262387633985404,1,1,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00028,HCO0675,Vax Center,P08,Vinh Phuc,North,Family Medicine,50.0,0.9428188676788176,0.7014799443753631,0.8511312941928927,0.4629564639935327,1,False,28190199.0,9.0,7.0,6.0,942.8188676788176,0.006363894705217091,4.4377383950492526e-05,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00029,HCO0360,Vax Center,P25,Ho Chi Minh City,South,Gynecology,23.0,0.8748823983445468,0.7714395429084026,0.1495304415711894,0.4315674428998594,0,False,28533478.0,8.0,5.0,4.0,402.4459032384915,0.009939224049274468,4.491777829056586e-05,1,1,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00030,HCO1034,Vax Center,P19,Quang Ngai,Central,Gynecology,94.0,0.6188240197631353,0.4115858224490937,0.4519487169479954,0.3485199259743148,0,False,112161173.0,34.0,16.0,17.0,1163.3891571546942,0.014612479319969745,0.00017656560134813576,1,1,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00031,HCO0672,Vax Center,P10,Ninh Binh,North,Oncology,91.0,0.6727981063747359,0.8202359420212013,0.8081544441458588,0.4436643980944388,1,False,322410805.0,89.0,20.0,47.0,1224.4925536020194,0.03838324689010383,0.0005075433516192055,1,1,2026-08-01,0,1,0,0,High Performer,0,1,0
HCP00032,HCO0800,Vax Center,P07,Thai Nguyen,North,General Practice,15.0,0.7304146662403707,0.6326150568421645,0.7493357488064616,0.3530548186479515,0,False,34222144.0,9.0,7.0,6.0,219.12439987211118,0.027381706480436748,5.3872951514001165e-05,1,2,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00033,HCO0654,Hospital,P13,Ha Tinh,Central,Gynecology,82.0,0.7311079601440694,0.3125660361719671,0.4269373251037515,0.3512900397220587,0,False,123619885.0,36.0,18.0,17.0,1199.0170546362738,0.014178280395817233,0.00019460405726687957,1,1,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00034,HCO0008,Vax Center,P14,Quang Binh,Central,Gynecology,172.0,0.8227636704310731,0.845172464262752,0.2080720787779244,0.5686413717596501,1,False,134444822.0,41.0,19.0,19.0,2830.3070262828915,0.006713052620638526,0.0002116448162018872,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00035,HCO1393,Hospital,P13,Ha Tinh,Central,Pediatrics,31.0,0.7487091167401805,0.8604329467425931,0.5156469888960534,0.418921546592795,0,False,31905669.0,9.0,8.0,5.0,464.1996523789119,0.010771227368172723,5.022632594435842e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00036,HCO0234,Vax Center,P04,Bac Ninh,North,General Practice,57.0,0.7844856152570175,0.1588604570258705,0.2908631477464765,0.3134140722785756,0,False,102787345.0,33.0,17.0,16.0,894.313601393,0.01789081590068416,0.00016180919738511737,1,1,2026-08-01,0,0,0,0,High Performer,0,1,0
HCP00037,HCO0465,Vax Center,P23,Dong Nai,South,Pediatrics,54.0,0.4806215394791583,0.5651002280157419,0.9482534346564884,0.3007250259654144,0,False,79437204.0,23.0,15.0,11.0,519.071262637491,0.021191695229104177,0.00012505109672555348,1,1,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00038,HCO0406,Vax Center,P06,Hung Yen,North,Pediatrics,162.0,0.6934446572301181,0.1303655394419583,0.7448481179695636,0.3776250235759456,0,False,54539176.0,14.0,11.0,7.0,2246.7606894255828,0.0031155966155833235,8.585629188695997e-05,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00039,HCO0684,Vax Center,P27,Long An,South,Infectious Disease,118.0,0.4749071664322328,0.972964452668354,0.580618149581106,0.4398428182411183,0,False,92153317.0,26.0,16.0,13.0,1120.7809127800695,0.011599055490473888,0.00014506896992179621,1,1,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00040,HCO0342,Vax Center,P08,Vinh Phuc,North,Gynecology,35.0,0.6524102061225525,0.6569233938379162,0.4337332983881506,0.3530336665302749,0,False,22030494.0,5.0,5.0,3.0,456.68714428578676,0.006569048499693814,3.468069490595018e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00041,HCO0707,Vax Center,P06,Hung Yen,North,General Practice,74.0,0.7021478124205579,0.7920135688812715,0.550042505327799,0.4310840945394587,0,False,28421527.0,8.0,8.0,5.0,1039.1787623824257,0.004811491709604398,4.474154354633289e-05,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00042,HCO0516,Hospital,P13,Ha Tinh,Central,Pediatrics,239.0,0.7633660568801087,0.6595124782054089,0.4235777322644115,0.5757271275199293,1,False,370858520.0,109.0,20.0,50.0,3648.88975188692,0.013702798220785902,0.0005838103850686336,1,4,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00043,HCO0124,Vax Center,P17,Da Nang,Central,Pediatrics,41.0,0.7697774646056839,0.5757756227321162,0.4417172699942586,0.3775698454096098,0,False,233077891.0,66.0,20.0,34.0,631.2175209766608,0.05386415755284009,0.00036691429738676363,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00044,HCO1747,Hospital,P21,Khanh Hoa,South,General Practice,60.0,0.8209390281779171,0.5827999181528705,0.5338434378683843,0.4119157661580233,0,False,500210835.0,142.0,20.0,72.0,985.1268338135004,0.07308703562695837,0.0007874385094263246,0,0,2026-08-01,0,0,0,0,High Performer,0,0,0
HCP00045,HCO0636,Hospital,P21,Khanh Hoa,South,General Practice,82.0,0.8409065129879184,0.6389235759325228,0.4984608157401719,0.4495011135273246,1,False,200708685.0,55.0,18.0,26.0,1379.0866813001862,0.01885305713741468,0.0003159582653688773,1,1,2026-08-01,0,1,0,0,High Performer,0,1,0
HCP00046,HCO0198,Vax Center,P17,Da Nang,Central,Family Medicine,42.0,0.7667471419979732,0.47468358484036,0.5670531002024892,0.3573682669748713,0,False,59311378.0,18.0,12.0,7.0,644.0675992782975,0.010868424382539611,9.336875536560758e-05,1,2,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00047,HCO1055,Vax Center,P30,Kien Giang,South,Gynecology,173.0,0.5118068179716887,0.9090598213512316,0.4611042991406117,0.4890577133654566,1,False,102268151.0,33.0,17.0,16.0,1770.8515901820429,0.009035200966985159,0.0001609918753263837,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00048,HCO0258,Vax Center,P12,Nghe An,Central,Gynecology,45.0,0.5157131765391374,0.4432467671634115,0.4885936375518106,0.2785484915796087,0,False,97520332.0,29.0,16.0,14.0,464.14185888522366,0.03016319198967577,0.00015351779588868822,1,2,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00049,HCO1558,Vax Center,P17,Da Nang,Central,Pediatrics,26.0,0.6968845892388864,0.5378223235815993,0.6675114548745462,0.3342224340805784,0,False,32664369.0,10.0,7.0,6.0,362.3799864042209,0.016557205764965263,5.14206815146486e-05,1,1,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00050,HCO0124,Vax Center,P17,Da Nang,Central,General Practice,44.0,0.584534020763549,0.8402086049892175,0.1464517450508077,0.3776611864861675,0,False,120621189.0,34.0,12.0,16.0,514.3899382719231,0.03110480748078296,0.0001898834703798269,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00051,HCO0942,Vax Center,P01,Hanoi,North,Gynecology,89.0,0.7555981618494441,0.6803909119468096,0.5474810694533339,0.438683556870121,0,False,95880566.0,27.0,16.0,13.0,1344.9647280920103,0.009665680986624845,0.0001509364545731848,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00052,HCO1897,Vax Center,P11,Thanh Hoa,Central,Family Medicine,37.0,0.7946905485843051,0.5696672899137442,0.0947530585254863,0.3801184003358181,0,False,43919308.0,13.0,8.0,6.0,588.0710059523858,0.010202849552636848,6.913835528283919e-05,1,1,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00053,HCO0339,Vax Center,P10,Ninh Binh,North,Infectious Disease,72.0,0.8222330393129903,0.3797179829435297,0.6047182467019224,0.3827986935677882,0,False,117486145.0,32.0,16.0,17.0,1184.015576610706,0.014357919216454238,0.00018494824266860398,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00054,HCO0433,Vax Center,P29,Can Tho,South,Pediatrics,84.0,0.6097093945158133,0.4688290189546353,0.3090121055162961,0.3479749184419674,0,False,91780689.0,26.0,15.0,13.0,1024.3117827865663,0.012691448266497958,0.0001444823739979184,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00055,HCO1211,Vax Center,P25,Ho Chi Minh City,South,Pediatrics,29.0,0.2985705339070797,0.6283141824036854,0.7613508915760353,0.2356043670232313,0,False,48743793.0,14.0,10.0,7.0,173.17090966610624,0.04042249367111843,7.673312335128708e-05,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00056,HCO1963,Vax Center,P10,Ninh Binh,North,Gynecology,43.0,0.878912656165407,0.4345238748633028,0.6966587557844445,0.383911905155616,0,False,59445854.0,18.0,13.0,9.0,755.8648843022501,0.01190688995733415,9.358044926262925e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00057,HCO0786,Vax Center,P26,Ba Ria - Vung Tau,South,General Practice,74.0,0.6046487419198349,0.2206249913536023,0.6638957924291085,0.287556657883708,0,False,31932743.0,11.0,10.0,5.0,894.8801380413556,0.005587340457621076,5.0268946193086556e-05,1,1,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00058,HCO1314,Vax Center,P17,Da Nang,Central,General Practice,91.0,0.4220929319891555,0.7543065642984527,0.8621994797093953,0.3552669702342149,0,False,102049527.0,28.0,17.0,12.0,768.209136220263,0.015620746271051023,0.00016064771453529482,1,2,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00059,HCO0322,Hospital,P06,Hung Yen,North,Family Medicine,43.0,0.7794949317814422,0.3353020972590364,0.4264689083969786,0.3342422323195733,0,False,233041633.0,65.0,17.0,33.0,670.3656413320404,0.049226866601378656,0.00036685721956381966,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00060,HCO1297,Hospital,P11,Thanh Hoa,Central,General Practice,66.0,0.6336475107034076,0.5037823896856813,0.2564941434776455,0.3454803607777882,0,False,49655356.0,14.0,8.0,7.0,836.4147141284981,0.008369054108874265,7.816811787708177e-05,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00061,HCO0538,Vax Center,P02,Hai Phong,North,Gynecology,51.0,0.7726385308939956,0.4777821078007553,0.6164667252556632,0.3680887215690904,0,False,61190211.0,17.0,13.0,8.0,788.0913015118755,0.010151108107211421,9.632643911306377e-05,0,0,2026-08-01,0,0,0,0,Untapped Potential,0,0,0
HCP00062,HCO1238,Vax Center,P30,Kien Giang,South,Gynecology,93.0,0.7626897298164865,0.7316456998312526,0.4924872618500311,0.4547656885408261,1,False,205324348.0,58.0,19.0,26.0,1418.6028974586648,0.018327891509722218,0.00032322430308422237,1,1,2026-08-01,0,1,0,0,High Performer,0,1,0
HCP00063,HCO0183,Vax Center,P06,Hung Yen,North,Gynecology,82.0,0.9112160742467076,0.5449328028499956,0.7041171559319888,0.4517958272884558,1,False,71364919.0,21.0,14.0,9.0,1494.3943617646005,0.006022506662413181,0.0001123435989600073,0,0,2026-08-01,0,0,1,0,Untapped Potential,1,0,0
HCP00064,HCO1060,Hospital,P13,Ha Tinh,Central,Family Medicine,48.0,0.486589931765214,0.7842792854540448,0.4523735117918497,0.3407957995833361,0,False,59776566.0,17.0,10.0,8.0,467.12633449460543,0.01712598800205812,9.410106046516228e-05,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00065,HCO0507,Vax Center,P15,Quang Tri,Central,Infectious Disease,80.0,0.6501925818553413,0.585706536749961,0.4341937288705982,0.3797916744991871,0,False,260220307.0,77.0,20.0,36.0,1040.3081309685463,0.034605131814632005,0.00040964224748658347,1,1,2026-08-01,0,0,0,0,High Performer,0,1,0
HCP00066,HCO1380,Vax Center,P21,Khanh Hoa,South,Infectious Disease,47.0,0.1765186869996231,0.638448157498533,0.8375256911202578,0.2176822746366306,0,False,213114132.0,57.0,19.0,29.0,165.9275657796457,0.17477505840417398,0.00033548708404080246,1,1,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00067,HCO1510,Vax Center,P13,Ha Tinh,Central,Infectious Disease,79.0,0.4837744660899163,0.8742339337905454,0.4625635663944466,0.3866457932517506,0,False,378535520.0,106.0,20.0,59.0,764.3636564220678,0.07718838998203398,0.0005958956199613682,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00068,HCO1715,Hospital,P21,Khanh Hoa,South,Gynecology,80.0,0.9435109985628306,0.7608293411530375,0.5765149943748603,0.5028117603920492,1,False,102422951.0,29.0,13.0,15.0,1509.6175977005291,0.00993629116595369,0.00016123556353289604,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00069,HCO1987,Vax Center,P08,Vinh Phuc,North,Oncology,249.0,0.9382061447070152,0.7502756045358387,0.5763705663386963,0.6555910383933464,1,False,264503063.0,76.0,19.0,35.0,4672.266600640936,0.007491010892914103,0.0004163842186013768,1,3,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00070,HCO0935,Hospital,P29,Can Tho,South,Oncology,49.0,0.7953076549378054,0.5704790886133513,0.3179037961027151,0.3915770030929007,0,False,127142894.0,39.0,15.0,19.0,779.4015018390494,0.02437767948248527,0.000200150024610141,1,1,2026-08-01,0,0,0,0,Emerging / Efficient,0,1,0
HCP00071,HCO1356,Vax Center,P01,Hanoi,North,Gynecology,55.0,0.5365521722658293,0.966690631001364,0.1125541942865136,0.398748222324466,0,False,60981298.0,18.0,11.0,8.0,590.2073894924122,0.013554557503727848,9.599756550655786e-05,1,1,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00072,HCO0039,Hospital,P01,Hanoi,North,Pediatrics,41.0,0.4116382461462032,0.4419907823960075,0.6959048606265223,0.2433711118045439,0,False,216907143.0,63.0,18.0,31.0,337.54336183988664,0.09184005228550404,0.00034145809210198863,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00073,HCO1818,Vax Center,P19,Quang Ngai,Central,General Practice,32.0,0.9295803277065992,0.9452922098141114,0.463112839923031,0.4910806884229501,1,False,35660047.0,12.0,10.0,6.0,594.9314097322234,0.010085196212283664,5.6136517426202246e-05,1,4,2026-08-01,1,1,0,1,Low Priority,0,0,0
HCP00074,HCO1244,Vax Center,P18,Quang Nam,Central,Family Medicine,46.0,0.8390224832322458,0.2983515925659797,0.7215484251413121,0.3474881745939807,0,False,23301867.0,8.0,6.0,4.0,771.9006845736662,0.005182013800401366,3.668210709056404e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00075,HCO0854,Vax Center,P14,Quang Binh,Central,Gynecology,89.0,0.8773205623856084,0.4089023975905494,0.2147132625512165,0.4209025741597184,0,False,78478889.0,23.0,15.0,13.0,1561.6306010463832,0.008324631952837787,0.00012354250458328033,1,2,2026-08-01,0,0,0,0,Untapped Potential,0,1,0
HCP00076,HCO0884,Vax Center,P30,Kien Giang,South,Family Medicine,93.0,0.7053364245286358,0.5573514429786569,0.6233212306481274,0.4027008455839517,0,False,155495255.0,47.0,20.0,22.0,1311.9257496232626,0.01676924170923362,0.0002447826861248742,1,1,2026-08-01,0,0,0,0,High Performer,0,1,0
HCP00077,HCO1530,Vax Center,P25,Ho Chi Minh City,South,Family Medicine,72.0,0.7093089226362408,0.497834720558975,0.5920086494563961,0.3725448060878524,0,False,173129067.0,48.0,18.0,25.0,1021.4048485961869,0.02447609293646869,0.0002725420661006879,1,2,2026-08-01,0,0,0,0,High Performer,0,1,0
HCP00078,HCO1692,Vax Center,P07,Thai Nguyen,North,Family Medicine,50.0,0.6317053079014142,0.8052508266910829,0.3635515984762685,0.3903765725234556,0,False,30010088.0,8.0,7.0,5.0,631.7053079014142,0.007915083089313402,4.724227727388758e-05,0,0,2026-08-01,0,0,0,0,Low Priority,0,0,0
HCP00079,HCO1631,Vax Center,P05,Hai Duong,North,Gynecology,45.0,0.7459601319943059,0.95074995597214,0.7124464121316498,0.4491232159779049,1,False,31160485.0,9.0,7.0,4.0,671.3641187948753,0.005958018738296821,4.905324743995468e-05,1,3,2026-08-01,0,1,0,0,Low Priority,0,1,0
HCP00080,HCO1031,Vax Center,P29,Can Tho,South,Gynecology,35.0,0.7935440598703982,0.8918585785716201,0.1941375452929016,0.4423608596013694,0,False,93433847.0,25.0,16.0,11.0,555.4808419092788,0.019802663152506207,0.00014708479717686897,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00081,HCO0756,Vax Center,P11,Thanh Hoa,Central,General Practice,43.0,0.674455962768455,0.836118866715378,0.8202991716272438,0.4028938955069454,0,False,169263208.0,51.0,19.0,24.0,580.0321279808712,0.04137701834473467,0.00026645637975482463,0,0,2026-08-01,0,0,0,0,Emerging / Efficient,0,0,0
HCP00082,HCO1901,Hospital,P20,Binh Dinh,Central,Pediatrics,28.0,0.4372435703428876,0.7459453192295828,0.3057588398056672,0.2998065793932273,0,False,12602575.0,4.0,4.0,3.0,244.85639939201704,0.012252079208258618,1.9839140175629067e-05,1,2,2026-08-01,0,0,0,0,Low Priority,0,1,0
HCP00083,HCO1283,Vax Center,P17,Da Nang,Central,Gynecology,136.0,0.786477142979744,0.552707609460901,0.2136252621830684,0.4659291092305478,1,False,176087485.0,49.0,18.0,26.0,2139.2178289049034,0.012153974994360335,0.00027719924682765077,1,2,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
HCP00084,HCO1097,Vax Center,P15,Quang Tri,Central,Oncology,181.0,0.8885003057822382,0.7171180955975025,0.7229926873445214,0.5710848219652831,1,False,111075205.0,30.0,16.0,16.0,3216.371106931702,0.004974550345113442,0.0001748560561656435,1,1,2026-08-01,0,1,0,0,Untapped Potential,0,1,0
